filename,statement,type,role,smartlevel
page_60.png,"Provide books pictures and living and non-living things with different sizes shapes colors and textures. Use descriptive words when talking. (For example: ""Can you find a bumpy rock?"" ""The fish need to be fed."" or ""I see a spotted leaf."").",teacher_can,teacher,1.1.1.2
page_60.png,Participate in simple body part games.,baby_might,baby,1.1.1.3
page_60.png,"Play games such as ""Head Shoulders Knees and Toes"".",teacher_can,teacher,1.1.1.3
page_60.png,Use sounds and simple words to describe what they find in the environment.,baby_might,baby,1.1.1.4
page_60.png,Provide a visual print-rich environment displaying realistic photos of different types of animals plants and people.,teacher_can,teacher,1.1.1.4
page_60.png,Recognize plants and animals have basic needs.,baby_might,baby,1.1.1.5
page_60.png,Bring child-friendly plants and animals into the environment for taking care of observing and exploring. Follow program guidelines and allergy restrictions of the children.,teacher_can,teacher,1.1.1.5
page_60.png,Make some animal sounds when asked.,baby_might,baby,1.1.1.6
page_60.png,"Plan activities to identify and make animal sounds. (For example: ""What does the pig say?"" or ""What animal says Moo?"" Sing songs such as ""Old McDonald"").",teacher_can,teacher,1.1.1.6
page_60.png,Share animal books and make the sounds of the animals.,teacher_can,teacher,1.1.1.7
page_62.png,statement,type,role,smartlevel
page_62.png,Social and emotional development,domain,,1
page_62.png,The child will develop social skills and a sense of security through relationships with others who consistently meet his or her needs.,standard,,1.1
page_62.png,Young Infant: 0-8 months,age_range,,1.1.1
page_62.png,The Baby May: Begin to form and maintain secure relationships with others.,age_range,,1.1.1
page_62.png,Recognize respond or react either positively or negatively to familiar and unfamiliar adults.,baby_might,baby,1.1.1.1
page_62.png,Respond to physical contact and cuddling maintain eye contact during feeding and interactions with an adult and turn head toward familiar voice.  Show a preference to not welcome physical contact.,baby_might,baby,1.1.1.2
page_62.png,Show interest in others by smiling squealing rapid arm and leg movement or other movements.,baby_might,baby,1.1.1.3
page_62.png,Show awareness of feelings displayed by others by matching the facial expressions and smiling responsively.,baby_might,baby,1.1.1.4
page_62.png,Be a caregiver who knows and builds a trusting relationship with the infant.,teacher_can,teacher,1.1.1.1
page_62.png,Recognize one's own emotional state and use a calm manner when interacting with infant.,teacher_can,teacher,1.1.1.2
page_62.png,Talk to smile at or cuddle with the infant and give time to respond back.,teacher_can,teacher,1.1.1.3
page_62.png,Promptly acknowledge a crying infant with words and a gentle touch.,teacher_can,teacher,1.1.1.4
page_62.png,"Follow the infant's lead and respond immediately and consistently to cries and cues. (For example: follow cues for  hunger and understand how much he/she eats, sleeps and plays). Keep a written guide to be used by other infant caregivers.",teacher_can,teacher,1.1.1.5
page_62.png,Provide time for an infant to watch others for short periods without interruption.,teacher_can,teacher,1.1.1.6
page_62.png,Provide opportunities for the infant to initiate interaction with other adults and children.,teacher_can,teacher,1.1.1.7
page_62.png,Make different positive facial expressions and provide time for the infant to mimic or respond to the expressions. (For example: happy excited surprised etc.).,teacher_can,teacher,1.1.1.8
page_62.png,Describe the infant's expression of emotion by labeling such as hungry sad sleepy etc.,teacher_can,teacher,1.1.1.9
page_63.png,statement,type,role,smartlevel
page_63.png,Mobile Infant: 6-18 months,domain,,1.0
page_63.png,The Baby May: Continue to strengthen relationships with adults and begin to develop an interest in other children.,standard,,1.1
page_63.png,Engage in social games through playful back and forth interactions.,baby_might,baby,1.1.1.1
page_63.png,Show feelings of security with familiar adults. Begin to explore but look back to teacher for reassurance  smile and go to familiar adults when they enter the room  and snuggle closer to a familiar adult when an unfamiliar person tries to hold him/her.,baby_might,baby,1.1.1.2
page_63.png,Express self by using verbal and nonverbal cues  such as raising arms to show he/she wants to be picked up or held.,baby_might,baby,1.1.1.3
page_63.png,Begin to relate to other children.,baby_might,baby,1.1.1.4
page_63.png,"Provide opportunities to engage in games such as ""Pat a Cake""  ""Peek A Boo""  put objects in fill and empty containers  or drop an object/ pick it up.",teacher_can,teacher,1.1.1.1
page_63.png,Provide attentive supervision and opportunities to explore independently. (Observe closely be available when he/she looks back to the teacher for reassurance).,teacher_can,teacher,1.1.1.2
page_63.png,"Offer reassurance when teacher transitions occur. (For example: ""It is time for me to go home now  but Ms. Suzie is here to play with you).""",teacher_can,teacher,1.1.1.3
page_63.png,Respond to attempts to communicate needs or wants.,teacher_can,teacher,1.1.1.4
page_63.png,Provide opportunities for interactions either near or participating with other children. (For example: play simple games like rolling a ball back and forth or play with similar toys beside each other).,teacher_can,teacher,1.1.1.5
