Age Group,Type,Developmental Indicator,Focus Area,SmartLevel,filename,Area,Sub Area
Early Infancy (0-8 months),indicator,Responds to speaker by turning head or shifting eye gaze,CLLD1.1. Understanding verbal and nonverbal cues,CLLDL1a,page_24.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",CLLD1. COMMUNICATION
Early Infancy (0-8 months),indicator,Responds to tone of voice changes,CLLD1.1. Understanding verbal and nonverbal cues,CLLDL1b,page_24.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",CLLD1. COMMUNICATION
Early Infancy (0-8 months),indicator,Directs attention to sounds or object pointed to,CLLD1.1. Understanding verbal and nonverbal cues,CLLDL1c,page_24.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",CLLD1. COMMUNICATION
Early Infancy (0-8 months),indicator,Responds by looking when name is called,CLLD1.1. Understanding verbal and nonverbal cues,CLLDL1d,page_24.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",CLLD1. COMMUNICATION
Later Infancy (6-14 months),indicator,Follows simple requests paired with gestures,CLLD1.1. Understanding verbal and nonverbal cues,CLLDL1e,page_24.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",CLLD1. COMMUNICATION
Later Infancy (6-14 months),indicator,Begins to respond through sounds/gestures to other's questions,CLLD1.1. Understanding verbal and nonverbal cues,CLLDL1f,page_24.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",CLLD1. COMMUNICATION
Later Infancy (6-14 months),indicator,Makes different sounds to get attention,CLLD1.1. Understanding verbal and nonverbal cues,CLLDL1g,page_24.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",CLLD1. COMMUNICATION
Later Infancy (6-14 months),indicator,Understands and responds to simple commands and gestures (e.g. shared eye gaze/contact may be influenced by cultural expectations),CLLD1.1. Understanding verbal and nonverbal cues,CLLDL1h,page_24.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",CLLD1. COMMUNICATION
Later Infancy (6-14 months),indicator,Recognizes common objects when named (e.g. cup),CLLD1.1. Understanding verbal and nonverbal cues,CLLDL1i,page_24.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",CLLD1. COMMUNICATION
Later Infancy (6-14 months),indicator,Begins to show understanding of approximately 50 words,CLLD1.1. Understanding verbal and nonverbal cues,CLLDL1j,page_24.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",CLLD1. COMMUNICATION
Early Toddler (12-24 months),indicator,Uses sounds or nonverbal cues to respond to book reading,CLLD1.1. Understanding verbal and nonverbal cues,CLLDL1k,page_24.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",CLLD1. COMMUNICATION
Early Toddler (12-24 months),indicator,Responds to simple requests,CLLD1.1. Understanding verbal and nonverbal cues,CLLDL1l,page_24.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",CLLD1. COMMUNICATION
Early Toddler (12-24 months),indicator,"Identifies familiar people, animals, and objects",CLLD1.1. Understanding verbal and nonverbal cues,CLLDL1m,page_24.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",CLLD1. COMMUNICATION
Early Toddler (12-24 months),indicator,Begins to understand nouns,CLLD1.1. Understanding verbal and nonverbal cues,CLLDL1n,page_24.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",CLLD1. COMMUNICATION
Early Toddler (12-24 months),indicator,"Begins to understand action words (e.g. hop, jump, run, go, stop)",CLLD1.1. Understanding verbal and nonverbal cues,CLLDL1o,page_24.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",CLLD1. COMMUNICATION
Early Toddler (12-24 months),indicator,"Completes a task in response to a request (e.g. pick up your cup, go find your coat)",CLLD1.1. Understanding verbal and nonverbal cues,CLLDL1p,page_24.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",CLLD1. COMMUNICATION
Early Toddler (12-24 months),indicator,"Names familiar people, animals, and objects (using gesture, words or sounds)",CLLD1.1. Understanding verbal and nonverbal cues,CLLDL1q,page_24.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",CLLD1. COMMUNICATION
Early Toddler (12-24 months),indicator,Begins to recognize some body parts,CLLD1.1. Understanding verbal and nonverbal cues,CLLDL1r,page_24.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",CLLD1. COMMUNICATION
Early Toddler (12-24 months),indicator,"Understands and responds to some pronouns (mine, you, me)",CLLD1.1. Understanding verbal and nonverbal cues,CLLDL1s,page_24.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",CLLD1. COMMUNICATION
Older Toddler (22-36 months),indicator,Listens to and attends to spoken language and read aloud texts,CLLD1.1. Understanding verbal and nonverbal cues,CLLDL1t,page_24.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",CLLD1. COMMUNICATION
Older Toddler (22-36 months),indicator,Follows simple and short directions for routine practices,CLLD1.1. Understanding verbal and nonverbal cues,CLLDL1u,page_24.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",CLLD1. COMMUNICATION
Older Toddler (22-36 months),indicator,Understands and responds to several hundred words or more,CLLD1.1. Understanding verbal and nonverbal cues,CLLDL1v,page_24.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",CLLD1. COMMUNICATION
Older Toddler (22-36 months),indicator,Understands and responds to basic attribute word differences such as personal (I/me/you) and possessive (my and mine) pronouns,CLLD1.1. Understanding verbal and nonverbal cues,CLLDL1w,page_24.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",CLLD1. COMMUNICATION
Older Toddler (22-36 months),indicator,Demonstrates understanding by answering questions,CLLD1.1. Understanding verbal and nonverbal cues,CLLDL1x,page_24.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",CLLD1. COMMUNICATION
Older Toddler (22-36 months),indicator,Follows two unrelated directions,CLLD1.1. Understanding verbal and nonverbal cues,CLLDL1y,page_24.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",CLLD1. COMMUNICATION
Older Toddler (22-36 months),indicator,"Understands and responds to spatial concepts (e.g. in/out, under, front, behind)",CLLD1.1. Understanding verbal and nonverbal cues,CLLDL1z,page_24.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",CLLD1. COMMUNICATION
Early Preschooler (34-48 months),indicator,Answers questions and adds comments relevant to the topic,CLLD1.1. Understanding verbal and nonverbal cues,CLLDL1aa,page_24.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",CLLD1. COMMUNICATION
Early Preschooler (34-48 months),indicator,"Begins to demonstrate understanding of implied messages based on speaker's tone and/or gestures (e.g. finger to lips paired with saying ""shh"" means be quiet)",CLLD1.1. Understanding verbal and nonverbal cues,CLLDL1ab,page_24.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",CLLD1. COMMUNICATION
Early Preschooler (34-48 months),indicator,"Understands and responds to words for descriptive concepts (e.g. hard, square)",CLLD1.1. Understanding verbal and nonverbal cues,CLLDL1ac,page_24.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",CLLD1. COMMUNICATION
Early Preschooler (34-48 months),indicator,Follows 2-3 step related directions and some new directions related to familiar and daily routines,CLLD1.1. Understanding verbal and nonverbal cues,CLLDL1ad,page_24.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",CLLD1. COMMUNICATION
Early Preschooler (34-48 months),indicator,"Demonstrates understanding of communication that includes a variety of complex sentences related to familiar stories, learning activities, and events (e.g. ""Alice said Clifford the dog came home, he played with Emily Elizabeth"")",CLLD1.1. Understanding verbal and nonverbal cues,CLLDL1ae,page_24.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",CLLD1. COMMUNICATION
Early Infancy (0-8 months),indicator,"Looks intently when others show they are happy, sad or fearful by their facial expressions, voices or actions (e.g., coos or smiles when an adult smiles and uses a friendly voice)",SED2.5. Showing care and concern for others,SED2.5a,page_18.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED2. EMOTIONAL COMPETENCE
Later Infancy (6-14 months),indicator,"Responds to others' emotional expressions, often by a matching emotion or behavior (e.g., looks sad when another child is crying)",SED2.5. Showing care and concern for others,SED2.5b,page_18.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED2. EMOTIONAL COMPETENCE
Early Toddler (12-24 months),indicator,"Tries to comfort another child or an adult who is upset (e.g., brings a comfort object, pats the person on the back)",SED2.5. Showing care and concern for others,SED2.5c,page_18.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED2. EMOTIONAL COMPETENCE
Older Toddler (18-36 months),indicator,Expresses empathy toward other children who are crying by showing concerned attention; tries to comfort them with words or actions,SED2.5. Showing care and concern for others,SED2.5d,page_18.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED2. EMOTIONAL COMPETENCE
Older Toddler (18-36 months),indicator,"Recognizes the needs of others and responds appropriately with support from adults (e.g., asks a teacher to help another child who fell and is crying)",SED2.5. Showing care and concern for others,SED2.5e,page_18.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED2. EMOTIONAL COMPETENCE
Preschool (3-4 years),indicator,Expresses empathy toward adults who are sad by comforting them with words or actions,SED2.5. Showing care and concern for others,SED2.5f,page_18.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED2. EMOTIONAL COMPETENCE
Preschool (3-4 years),indicator,"Relates complex emotions to self and others (e.g., says ""I am mad and she is sad."")",SED2.5. Showing care and concern for others,SED2.5g,page_18.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED2. EMOTIONAL COMPETENCE
Preschool (4-5 years),indicator,"Shows care and concern for others, including comforting others in distress",SED2.5. Showing care and concern for others,SED2.5h,page_18.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED2. EMOTIONAL COMPETENCE
Preschool (4-5 years),indicator,Begins to recognize the emotions of peers and responds with empathy,SED2.5. Showing care and concern for others,SED2.5i,page_18.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED2. EMOTIONAL COMPETENCE
Preschool (4-5 years),indicator,"Begins to understand the reason for others' emotions and responds appropriately (e.g., asks why a classmate cried)",SED2.5. Showing care and concern for others,SED2.5j,page_18.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED2. EMOTIONAL COMPETENCE
Early Infancy (0-8 months),indicator,"Shows interest in exploring writing by watching others write and experimenting with writing tools (e.g., tries using crayons, markers, finger paint to make marks)",CLLD3.2. Developing writing habits and skills,CLLD3.2a,page_32.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD3, FOUNDATIONS OF WRITING"
Later Infancy (6-14 months),indicator,"Begins to share drawing/writing and explains the meaning of the illustrations/text (e.g., says circle is a ball)",CLLD3.2. Developing writing habits and skills,CLLD3.2b,page_32.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD3, FOUNDATIONS OF WRITING"
Early Toddler (12-24 months),indicator,Shares writing with others as a way to represent their understandings and ideas,CLLD3.2. Developing writing habits and skills,CLLD3.2c,page_32.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD3, FOUNDATIONS OF WRITING"
Early Childhood (24-36 months),indicator,Begins to revise writing in the moment based on interactions with peers and adults,CLLD3.2. Developing writing habits and skills,CLLD3.2d,page_32.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD3, FOUNDATIONS OF WRITING"
Early Childhood (36-48 months),indicator,Begins to modify and expand their drawing/writing to meet personal interests and include others' ideas (several children begin drawing rainbows and unicorns after one child narrates their work),CLLD3.2. Developing writing habits and skills,CLLD3.2e,page_32.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD3, FOUNDATIONS OF WRITING"
Early Childhood (48-60 months),indicator,Continues to revise writing in the moment based on interactions with peers and adults,CLLD3.2. Developing writing habits and skills,CLLD3.2f,page_32.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD3, FOUNDATIONS OF WRITING"
Early Childhood (48-60 months),indicator,Begins to revise by adding details to drawings/ writings to express their ideas,CLLD3.2. Developing writing habits and skills,CLLD3.2g,page_32.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD3, FOUNDATIONS OF WRITING"
Early Childhood (48-60 months),indicator,"Begins to make a plan for the writing they will produce (e.g., creates picture to tell story and then writes)",CLLD3.2. Developing writing habits and skills,CLLD3.2h,page_32.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD3, FOUNDATIONS OF WRITING"
Early Infancy (0-8 months),indicator,Responds and engages with facial expressions to person,CLLD1.3. Learning and engaging in conversational interactions,CLLD1.3a,page_26.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD1, COMMUNICATION"
Early Infancy (0-8 months),indicator,"Begins vocal play with adults (coos, blows raspberries)",CLLD1.3. Learning and engaging in conversational interactions,CLLD1.3b,page_26.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD1, COMMUNICATION"
Early Infancy (0-8 months),indicator,Engages in vocal exchanges by babbling (using many sounds),CLLD1.3. Learning and engaging in conversational interactions,CLLD1.3c,page_26.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD1, COMMUNICATION"
Late Infancy (6-14 months),indicator,"Takes turns in conversation with a verbal or vocal response, or nonverbal gesture",CLLD1.3. Learning and engaging in conversational interactions,CLLD1.3d,page_26.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD1, COMMUNICATION"
Late Infancy (6-14 months),indicator,"Attends to speaker, then looks at what speaker is looking at (joint attention)",CLLD1.3. Learning and engaging in conversational interactions,CLLD1.3e,page_26.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD1, COMMUNICATION"
Early Toddler (12-24 months),indicator,Uses simple verbal and nonverbal responses to engage with others,CLLD1.3. Learning and engaging in conversational interactions,CLLD1.3f,page_26.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD1, COMMUNICATION"
Early Toddler (12-24 months),indicator,Begins to ask and respond to simple questions,CLLD1.3. Learning and engaging in conversational interactions,CLLD1.3g,page_26.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD1, COMMUNICATION"
Early Toddler (12-24 months),indicator,Begins to follow adult pointing or gaze to establish joint attention,CLLD1.3. Learning and engaging in conversational interactions,CLLD1.3h,page_26.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD1, COMMUNICATION"
Early Toddler (12-24 months),indicator,"Begins to match language to contexts (e.g. voice volume, inflection/rise and fall of voice in speaking, and parting/greeting ritual)",CLLD1.3. Learning and engaging in conversational interactions,CLLD1.3i,page_26.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD1, COMMUNICATION"
Later Toddler (18-36 months),indicator,Continues a conversation with several exchanges with or without adult help (may stay on topic or on task),CLLD1.3. Learning and engaging in conversational interactions,CLLD1.3j,page_26.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD1, COMMUNICATION"
Later Toddler (18-36 months),indicator,Alternates between speaker and listener roles,CLLD1.3. Learning and engaging in conversational interactions,CLLD1.3k,page_26.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD1, COMMUNICATION"
Later Toddler (18-36 months),indicator,Engages in multiple back-and-forth conversations with adults in ways that can be goal directed (such solving problems),CLLD1.3. Learning and engaging in conversational interactions,CLLD1.3l,page_26.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD1, COMMUNICATION"
Later Toddler (18-36 months),indicator,Asks and responds to questions with accurate information,CLLD1.3. Learning and engaging in conversational interactions,CLLD1.3m,page_26.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD1, COMMUNICATION"
Early Infancy (0-8 months),indicator,"Explores books by touching, patting, putting in mouth","CLLD2.1, Paying attention to print as meaningful",CLLD2.1a,page_27.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD2, FOUNDATIONS OF READING"
Later Infancy (6-14 months),indicator,"Holds books, turns pages, looks at the pictures and uses sounds or words","CLLD2.1, Paying attention to print as meaningful",CLLD2.1b,page_27.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD2, FOUNDATIONS OF READING"
Later Infancy (6-14 months),indicator,"Recognizes and engages with print and pictures, or braille, in environment (e.g., points to identify a person or object in a book or touches with finger)","CLLD2.1, Paying attention to print as meaningful",CLLD2.1c,page_27.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD2, FOUNDATIONS OF READING"
Early Toddler (12-24 months),indicator,"Attributes meanings to some symbols such as a sign, logo or design","CLLD2.1, Paying attention to print as meaningful",CLLD2.1d,page_27.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD2, FOUNDATIONS OF READING"
Early Toddler (12-24 months),indicator,"Demonstrates interest in written forms of language, such as print in books or signs on building","CLLD2.1, Paying attention to print as meaningful",CLLD2.1e,page_27.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD2, FOUNDATIONS OF READING"
Later Toddler,indicator,"Begins to select books for reading enjoyment and reading related activities, sitting and pretending to read self","CLLD2.1, Paying attention to print as meaningful",CLLD2.1f,page_27.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD2, FOUNDATIONS OF READING"
Later Toddler,indicator,Distinguishes print from pictures,"CLLD2.1, Paying attention to print as meaningful",CLLD2.1g,page_27.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD2, FOUNDATIONS OF READING"
Early Preschool,indicator,"Demonstrates an understanding of the conventions of print (e.g., directionality of print and text)","CLLD2.1, Paying attention to print as meaningful",CLLD2.1g,page_27.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD2, FOUNDATIONS OF READING"
Early Preschool,indicator,Points to and names some letters or characters in their names when asked,"CLLD2.1, Paying attention to print as meaningful",CLLD2.1h,page_27.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD2, FOUNDATIONS OF READING"
Later Preschool,indicator,"Distinguishes among a variety of text and understands their function (e.g., books, shopping lists, etc.)","CLLD2.1, Paying attention to print as meaningful",CLLD2.1i,page_27.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD2, FOUNDATIONS OF READING"
Later Preschool,indicator,Understands that print communicates the message in stories or other texts,"CLLD2.1, Paying attention to print as meaningful",CLLD2.1h,page_27.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD2, FOUNDATIONS OF READING"
Later Preschool,indicator,Begins to track print as storyline is read aloud by pointing or touching,"CLLD2.1, Paying attention to print as meaningful",CLLD2.1j,page_27.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)","CLLD2, FOUNDATIONS OF READING"
Early Infancy (0-8 months),indicator,Begins to grasp writing tools,CLLD3.3. Handling writing tools,CLLD3.3a,page_33.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",CLLD3. FOUNDATIONS OF WRITING
Later Infancy (6-14 months),indicator,"Uses the whole arm to make marks, drawing, or scribbling; finger positioning may be too high or too close to the tip",CLLD3.3. Handling writing tools,CLLD3.3d,page_33.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",CLLD3. FOUNDATIONS OF WRITING
Early Toddler (12-24 months),indicator,"Attempts to use the tripod finger grip, but grip may be too tight or too loose",CLLD3.3. Handling writing tools,CLLD3.3e,page_33.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",CLLD3. FOUNDATIONS OF WRITING
Later Toddler,indicator,"Begins to show increased strength in wrist for mark-making; uses a variety of writing tools (e.g. markers, pens, chalk)",CLLD3.3. Handling writing tools,CLLD3.3f,page_33.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",CLLD3. FOUNDATIONS OF WRITING
Early Preschool,indicator,Begins to use a more efficient three-finger grip to manipulate writing tools,CLLD3.3. Handling writing tools,CLLD3.3g,page_33.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",CLLD3. FOUNDATIONS OF WRITING
Early Preschool,indicator,Uses a variety of digital tools,CLLD3.3. Handling writing tools,CLLD3.3h,page_33.png,"COMMUNICATION, LANGUAGE AND LITERACY DEVELOPMENT (CLLD)",CLLD3. FOUNDATIONS OF WRITING
Early Infancy (0-8 months),indicator,"Uses each new position (raising head, rolling onto back, sitting) to explore new ways to explore the environment (e.g., sits up to be able to reach for an object)",HPD2.2. Exploring the environment,HPD223,page_37.png,HEALTH AND PHYSICAL DEVELOPMENT (HPD),"HPD2, GROSS MOTOR"
Later Infancy (6-14 months),indicator,"Uses body position, balance, and movement to explore and examine materials, space, and surroundings (e.g., pulling up to stand and holding onto couch, cruising around tables)",HPD2.2. Exploring the environment,HPD224,page_37.png,HEALTH AND PHYSICAL DEVELOPMENT (HPD),"HPD2, GROSS MOTOR"
Early Toddler (12-24 months),indicator,"Shows enjoyment of active play and engages in regular and sustained movement (e.g., pushes toys around, goes up and down slide over and over, dumps items out of containers)",HPD2.2. Exploring the environment,HPD222,page_37.png,HEALTH AND PHYSICAL DEVELOPMENT (HPD),"HPD2, GROSS MOTOR"
Early Toddler (12-24 months),indicator,Uses a variety of increasingly complex movements and body positions to participate in active and quiet indoor and outdoor play,HPD2.2. Exploring the environment,HPD225,page_37.png,HEALTH AND PHYSICAL DEVELOPMENT (HPD),"HPD2, GROSS MOTOR"
Older Toddler (24-36 months),indicator,"Chooses to participate in simple games and other structured motor activities (indoors and outdoors) that enhance physical fitness, such as songs with movement, throwing and catching balls",HPD2.2. Exploring the environment,HPD226,page_37.png,HEALTH AND PHYSICAL DEVELOPMENT (HPD),"HPD2, GROSS MOTOR"
Older Toddler (24-36 months),indicator,"Develops strength and stamina by spending extended periods of time playing and participating in activities that build strength, speed, flexibility, and coordination (e.g., tag or chase games)",HPD2.2. Exploring the environment,HPD229,page_37.png,HEALTH AND PHYSICAL DEVELOPMENT (HPD),"HPD2, GROSS MOTOR"
Infant,Developmental Indicator,Uses simple behaviors to solve common social problems when interacting with others,SED3.4. Solving social interaction problems,SEDS-i.c,page_22.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED3. INTERACTING WITH OTHERS
Young Toddler,Developmental Indicator,"Uses simple problem-solving skills to resolve conflicts with other children (e.g., accepts adult suggestion to take turns with toy)",SED3.4. Solving social interaction problems,SEDS-k,page_22.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED3. INTERACTING WITH OTHERS
Older Toddler,Developmental Indicator,"Uses problem-solving strategies to resolve problems, such as asking for help because something is out of reach, getting an adult to help with a zipper, or using a chair to reach a toy on a shelf",SED3.4. Solving social interaction problems,SEDS-l,page_22.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED3. INTERACTING WITH OTHERS
Early Preschool,Developmental Indicator,Uses problem-solving skills independently or with adult support to resolve social conflicts,SED3.4. Solving social interaction problems,SEDS-m,page_22.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED3. INTERACTING WITH OTHERS
Early Infancy (0-8 months),indicator,"Explores new body positions and movements, such as rolling over",HPD2.1. Developing large muscle control,HPD2.1a,page_36.png,HEALTH AND PHYSICAL DEVELOPMENT (HPD),"HPD2, GROSS MOTOR"
Early Infancy (0-8 months),indicator,"Moves around in their environment by pulling to stand, scooting, and crawling",HPD2.1. Developing large muscle control,HPD2.1b,page_36.png,HEALTH AND PHYSICAL DEVELOPMENT (HPD),"HPD2, GROSS MOTOR"
Later Infancy (6-14 months),indicator,"Moves from crawling to standing to cruising to walking, learning new ways to move from one place to another",HPD2.1. Developing large muscle control,HPD2.1c,page_36.png,HEALTH AND PHYSICAL DEVELOPMENT (HPD),"HPD2, GROSS MOTOR"
Later Infancy (6-14 months),indicator,Practices new skills by repeating movements,HPD2.1. Developing large muscle control,HPD2.1d,page_36.png,HEALTH AND PHYSICAL DEVELOPMENT (HPD),"HPD2, GROSS MOTOR"
Early Toddler (12-24 months),indicator,Moves through the world with more independence,HPD2.1. Developing large muscle control,HPD2.1e,page_36.png,HEALTH AND PHYSICAL DEVELOPMENT (HPD),"HPD2, GROSS MOTOR"
Early Toddler (12-24 months),indicator,Carries objects while walking,HPD2.1. Developing large muscle control,HPD2.1f,page_36.png,HEALTH AND PHYSICAL DEVELOPMENT (HPD),"HPD2, GROSS MOTOR"
Early Toddler (12-24 months),indicator,Climbs on a chair to reach something,HPD2.1. Developing large muscle control,HPD2.1g,page_36.png,HEALTH AND PHYSICAL DEVELOPMENT (HPD),"HPD2, GROSS MOTOR"
Early Preschool (24-36 months),indicator,Gains control of a variety of movements,HPD2.1. Developing large muscle control,HPD2.1h,page_36.png,HEALTH AND PHYSICAL DEVELOPMENT (HPD),"HPD2, GROSS MOTOR"
Early Preschool (24-36 months),indicator,Understands that physical activity is important and identifies activities they enjoy doing with their family,HPD2.1. Developing large muscle control,HPD2.1i,page_36.png,HEALTH AND PHYSICAL DEVELOPMENT (HPD),"HPD2, GROSS MOTOR"
Early Preschool (24-36 months),indicator,"Performs actions smoothly with balance, strength, and coordination",HPD2.1. Developing large muscle control,HPD2.1j,page_36.png,HEALTH AND PHYSICAL DEVELOPMENT (HPD),"HPD2, GROSS MOTOR"
Early Preschool (24-36 months),indicator,Uses a variety of toys and equipment that enhance gross motor skill and coordination,HPD2.1. Developing large muscle control,HPD2.1k,page_36.png,HEALTH AND PHYSICAL DEVELOPMENT (HPD),"HPD2, GROSS MOTOR"
Late Preschool (36-48 months),indicator,Uses both hands to manipulate objects,HPD2.1. Developing large muscle control,HPD2.1l,page_36.png,HEALTH AND PHYSICAL DEVELOPMENT (HPD),"HPD2, GROSS MOTOR"
Late Preschool (36-48 months),indicator,"Carries out activities that combine and coordinate large muscle movements, including swinging on a swing set, climbing a ladder, or pedaling a tricycle",HPD2.1. Developing large muscle control,HPD2.1m,page_36.png,HEALTH AND PHYSICAL DEVELOPMENT (HPD),"HPD2, GROSS MOTOR"
Kindergarten (48-60 months),indicator,"Demonstrates more coordinated movement when jumping for height and distance, hopping, and running",HPD2.1. Developing large muscle control,HPD2.1n,page_36.png,HEALTH AND PHYSICAL DEVELOPMENT (HPD),"HPD2, GROSS MOTOR"
Kindergarten (48-60 months),indicator,Shows awareness of own body in relation to other people and objects while moving through space,HPD2.1. Developing large muscle control,HPD2.1o,page_36.png,HEALTH AND PHYSICAL DEVELOPMENT (HPD),"HPD2, GROSS MOTOR"
