filename,Code,statement,type,SmartLevel,
page_9.png,Goal APL-5,Children are willing to try new and challenging experiences.,goal,1.5,
page_9.png,APL-5a,Explore new experiences both indoors and outdoors (toys  foods  people  spaces) with support of a familiar trusted adult. APL-5a,developmental_indicator,1.5.1.1,
page_9.png,APL-5a,Try to do things that are hard for them (stretch to reach toy  work to crawl or walk  try to capture tiny crumb with pincer grasp). APL-5a,developmental_indicator,1.5.1.2,
page_9.png,APL-5c,Look to adult for cues and when reassured  proceed. APL-5c,developmental_indicator,1.5.1.3,
page_9.png,APL-5d,Try unfamiliar experiences and interact with new people  with a familiar adult nearby. APL-5d,developmental_indicator,1.5.2.1,
page_9.png,APL-5e,Move away from a familiar adult to explore  checking in frequently. APL-5e,developmental_indicator,1.5.2.2,
page_9.png,APL-5f,Show interest in toys that offer a challenge and try to work them. APL-5f,developmental_indicator,1.5.2.3,
page_9.png,APL-5g,Explore freely without a familiar adult nearby. APL-5g,developmental_indicator,1.5.3.1,
page_9.png,APL-5d,Try new skills in a familiar environment (learn to climb steps and then try to climb ladder to the slide). APL-5d,developmental_indicator,1.5.3.2,
page_9.png,APL-5i,"Approach a challenge with confidence (try to lift a heavy object  work on a difficult puzzle  ""I can do it.""). APL-5i",developmental_indicator,1.5.3.3,
page_9.png,APL-5j,"Want to do things their own way (say ""Me do it!""  push an adult's hand away if the person is trying to help). APL-5j",developmental_indicator,1.5.3.4,
page_9.png,APL-5k,Express a belief that they can do things that are hard. APL-5k,developmental_indicator,1.5.4.1,
page_9.png,APL-5l,Choose to participate in an increasing variety of familiar and new experiences. APL-5l,developmental_indicator,1.5.4.2,
page_9.png,APL-5m,Accept new challenges when offered. APL-5m,developmental_indicator,1.5.4.3,
page_9.png,APL-5n,Try things they are not sure they can do  while avoiding dangerous risks. APL-5n,developmental_indicator,1.5.4.4,
page_9.png,APL-5o,Express a belief that they can do things that are hard. APL-5o,developmental_indicator,1.5.5.1,
page_9.png,APL-5p,Approach new experiences independently. APL-5p,developmental_indicator,1.5.5.2,
page_9.png,APL-5q,Ask to participate in new experiences that they have observed or heard about. APL-5q,developmental_indicator,1.5.5.3,
page_9.png,APL-5r,Independently seek new challenges. APL-5r,developmental_indicator,1.5.5.4,
page_92.png,Goal CD-1,Children use their senses to construct knowledge about the world around them.,goal,1.1,
page_92.png,CD-1b,Turn head or move toward sounds.,developmental_indicator,1.1.1.1,
page_92.png,CD-1c,"Actively explore objects by handling them in many ways (moving, carrying, filling, dumping, smelling, and putting in mouth).",developmental_indicator,1.1.2.1,
page_92.png,CD-1d,"Explore space with their bodies (fit self into large box, crawl under table, climb over low walls).",developmental_indicator,1.1.2.2,
page_92.png,CD-1e,Explore objects and materials physically to learn about their properties.,developmental_indicator,1.1.3.1,
page_92.png,CD-1f,"Experiment with safe tools to learn how they work (wooden hammer with pegs, sifter, funnel).",developmental_indicator,1.1.3.2,
page_92.png,CD-1g,"Express knowledge gathered through their senses through play (imitate something they have seen an adult do, show they understand how to sort by sorting toys as they are playing).",developmental_indicator,1.1.3.3,
page_92.png,CD-1h,"Explore objects, tools, and materials systematically to learn about their properties (weigh an object, observe something from the top of the object to the bottom).",developmental_indicator,1.1.4.1,
page_92.png,CD-1i,"Express knowledge gathered through their senses using play, art, language, and other forms of representation.",developmental_indicator,1.1.4.2,
page_92.png,CD-1j,"Group familiar objects that go together (shoe and sock, brush and paint, hammer and nail).",developmental_indicator,1.1.4.3,
page_92.png,CD-1k,"Explore objects, tools, and materials systematically to learn about their properties (weigh an object, observe something from the top of the object to the bottom).",developmental_indicator,1.1.5.1,
page_92.png,CD-1l,"Express knowledge gathered through their senses using play, art, language, and other forms of representation.",developmental_indicator,1.1.5.2,
page_92.png,CD-1m,Distinguish appearance from reality (the person behind a mask is still the same person; recognize that a fantasy story could not be real).,developmental_indicator,1.1.5.3,
page_92.png,CD-1n,"Organize and use information through matching, grouping, and sequencing.",developmental_indicator,1.1.5.4,
page_93.png,Goal CD-2,Children recall information and use it for new situations and problems.,goal,1.2,
page_93.png,CD-2a,Search for objects that are hidden or partly hidden. CD-2a,developmental_indicator,1.2.1.1,
page_93.png,CD-2b,"Respond differently to familiar vs. unfamiliar people, objects, and situations (reach for new interesting toy instead of old familiar toy; move toward familiar caregiver but hide head on parent's shoulder when new person comes near). CD-2b",developmental_indicator,1.2.1.2,
page_93.png,CD-2c,"Anticipate routine events (smile, wave arms and legs, move toward adult holding bottle). CD-2c",developmental_indicator,1.2.1.3,
page_93.png,CD-2d,"Repeat an action to make something happen again (make sounds when music stops, bounce up and down to get adult to continue ""horsey ride""). CD-2d",developmental_indicator,1.2.1.4,
page_93.png,CD-2e,"Observe and imitate sounds, movements, and facial expressions, including things they have seen in the past or in other places. CD-2e",developmental_indicator,1.2.1.5,
page_93.png,CD-2f,Search in several places where an object has been hidden recently. CD-2f,developmental_indicator,1.2.2.1,
page_93.png,CD-2g,"Notice a change in familiar objects, places, or events (frown at parent with a new haircut, look for furniture that was moved). CD-2g",developmental_indicator,1.2.2.2,
page_93.png,CD-2h,"Perform routine events and use familiar objects in appropriate ways (carry spoon to mouth, diaper to changing table, talk on phone, ""water"" plants with pitcher). CD-2h",developmental_indicator,1.2.2.3,
page_93.png,CD-2i,Imitate behaviors they have seen in the past or in other places. CD-2i,developmental_indicator,1.2.2.4,
page_93.png,CD-2j,Identify objects and people in pictures by pointing or looking. CD-2j,developmental_indicator,1.2.2.5,
page_93.png,CD-2k,"Search for objects in several places, even when not seen recently. CD-2k",developmental_indicator,1.2.3.1,
page_93.png,CD-2l,"Show they remember people, objects, and events (tell about them, act them out, point out similar happenings). CD-2l",developmental_indicator,1.2.3.2,
page_93.png,CD-2m,"Show they remember the order in which familiar events happen (finish line in story or song, say ""bye-bye"" to go outdoors after snack). CD-2m",developmental_indicator,1.2.3.3,
page_93.png,CD-2n,"Choose objects to represent something else with similar features during play (block for cell phone, large sheet for tent). CD-2n",developmental_indicator,1.2.3.4,
page_93.png,CD-2o,Recognize whether a picture or object is the same as or different from something they have seen before. CD-2o,developmental_indicator,1.2.4.1,
page_93.png,CD-2p,Apply what they know about everyday experiences to new situations (look for the seatbelt on the bus). CD-2p,developmental_indicator,1.2.4.2,
page_93.png,CD-2q,"Describe or act out a memory of a situation or action, with adult support. CD-2q",developmental_indicator,1.2.4.3,
page_93.png,CD-2r,Make predictions about what will happen using what they know. CD-2r,developmental_indicator,1.2.4.4,
page_93.png,CD-2s,Demonstrate their ability to apply what they know about everyday experiences to new situations. CD-2s,developmental_indicator,1.2.5.1,
page_93.png,CD-2t,"Describe past events in an organized way, including details or personal reactions. CD-2t",developmental_indicator,1.2.5.2,
page_93.png,CD-2u,Improve their ability to make predictions and explain why things happen using what they know. CD-2u,developmental_indicator,1.2.5.3,
page_93.png,CD-2v,Introduce more elaborate or detailed ideas or actions into play based on previous knowledge or experience. CD-2v,developmental_indicator,1.2.5.4,
page_93.png,CD-2w,"Try to reach logical conclusions (including conclusions regarding cause and effect) about familiar situations and materials, based on information gathered with their senses. CD-2w",developmental_indicator,1.2.5.5,
page_94.png,CD-3c,Show awareness of others' feelings about things by looking to see how they react.,developmental_indicator,1.1.2.1,
page_94.png,CD-3d,"Use words like ""think,"" ""remember,"" and ""pretend.""",developmental_indicator,1.1.3.1,
page_94.png,CD-3e,Talk about what they and other people want or like.,developmental_indicator,1.1.3.2,
page_94.png,CD-3g,"Use words like ""think"" and ""know"" to talk about thoughts and beliefs.",developmental_indicator,1.1.4.2,
page_94.png,CD-3h,"Recognize that beliefs and desires can determine what people do (e.g., a person will look for a missing object based on where they think it is rather than where it actually is).",developmental_indicator,1.1.4.3,
page_94.png,CD-3k,"Use language to describe their thinking processes with adult support. ""CD-3k""",developmental_indicator,1.1.5.3,
page_94.png,,Teachers and caregivers can encourage and support perspective taking in young children by explaining how another child might feel and/or how the other child might view a situation.,strategy,1.2.1,
page_98.png,Goal CD-4,Children demonstrate appreciation for different forms of artistic expression.,goal,1.1,
page_98.png,CD-4a,Show wonder or fascination with objects...,developmental_indicator,1.1.1.1,
page_98.png,CD-4b,Hold touch and experience different textures...,developmental_indicator,1.1.1.2,
page_98.png,CD-4c,Show interest or pleasure in response to images...,developmental_indicator,1.1.2.1,
page_98.png,CD-4d,Participate in and explore all possible media...,developmental_indicator,1.1.2.2,
page_98.png,CD-4e,Express pleasure in different forms of art...,developmental_indicator,1.1.3.1,
page_98.png,CD-4f,"Participate in and describe art, music, dance, drama...",developmental_indicator,1.1.3.2,
page_98.png,CD-4g,Express pleasure in different forms of art...,developmental_indicator,1.1.4.1,
page_98.png,CD-4h,"Participate in, describe and ask questions about art, music, dance...",developmental_indicator,1.1.4.2,
page_98.png,CD-4i,Express pleasure in different forms of art...,developmental_indicator,1.1.5.1,
page_98.png,CD-4j,"Participate in, describe and ask questions about art, music, dance...",developmental_indicator,1.1.5.2,
page_98.png,CD-4k,Use art-specific vocabulary to express ideas...,developmental_indicator,1.1.5.3,
page_99.png,Goal CD-5,"Children demonstrate self-expression and creativity in a variety of forms and contexts, including play, visual arts, music, drama, and dance.",goal,1.5,
page_99.png,CD-5b,"Explore sensory properties of art media (smear paint, pat and pound dough).",developmental_indicator,1.5.1.2,
page_99.png,CD-5c,Make a variety of sounds with simple instruments or toys (drums and shake can to make different loud sounds).,developmental_indicator,1.5.1.3,
page_99.png,CD-5d,Express themselves by moving their bodies (wave their arms when excited or hug soft toy).,developmental_indicator,1.5.1.4,
page_99.png,CD-5e,Use hats and clothes for dress-up make-believe.,developmental_indicator,1.5.2.1,
page_99.png,CD-5f,"Explore art materials freely (make marks, squeeze clay, tear paper).",developmental_indicator,1.5.2.2,
page_99.png,CD-5g,Use materials purposefully to create sounds (bang blocks together or ring bell to shake contents inside).,developmental_indicator,1.5.2.3,
page_99.png,CD-5h,Move to music in their own way.,developmental_indicator,1.5.2.4,
page_99.png,CD-5i,"Recreate familiar scenes using play materials, language, and actions.",developmental_indicator,1.5.3.1,
page_99.png,CD-5j,"Experiment and create art with clay, crayons, markers, paint, and collage materials.",developmental_indicator,1.5.3.2,
page_99.png,CD-5k,"Make up simple nonsense songs, sign, chant, and dance (sing ""la-la-la"" on different pitches,twirl around and fall down, ""march"" by lifting knees high).",developmental_indicator,1.5.3.3,
page_99.png,CD-5l,"Express ideas and feelings through music, movement, and dance.",developmental_indicator,1.5.3.4,
page_99.png,CD-5m,Choose to participate and express themselves through a variety of creative experiences such as art music movement dance and dramatic play.,developmental_indicator,1.5.4.1,
page_99.png,CD-5n,Show creativity and imagination when using materials and assuming roles during play.,developmental_indicator,1.5.4.2,
page_99.png,CD-5o,"Explore the properties of art materials and use them with purpose to create drawings, paintings, collages, and sculptures.",developmental_indicator,1.5.4.3,
page_99.png,CD-5p,"Show awareness of different musical instruments, rhythms, and tonal patterns as they make music or participate in music activities.",developmental_indicator,1.5.4.4,
page_99.png,CD-5q,"Show awareness of various patterns of beat, rhythm, and movement through music and dance activities.",developmental_indicator,1.5.4.5,
page_99.png,CD-5r,Choose to participate and express themselves through a variety of creative experiences such as art music movement dance and dramatic play.,developmental_indicator,1.5.5.1,
page_99.png,CD-5s,Plan and act out scenes based on books stories everyday life and imagination.,developmental_indicator,1.5.5.2,
page_99.png,CD-5t,"Plan and complete artistic creations such as drawings, paintings, collages, and sculptures.",developmental_indicator,1.5.5.3,
page_99.png,CD-5u,"Recall and imitate different musical tones, rhythms, rhymes, and songs as they make music or participate in musical activities (clap previous beat to a new song).",developmental_indicator,1.5.5.4,
page_99.png,CD-5v,"Recall and imitate patterns of beat, rhythm, and movement as they create dances or participate in movement and dance activities.",developmental_indicator,1.5.5.5,
