Standard Code,Standard Label,Item Type,Sequence,Human Code,Full Statement
PMP.1,"Develops control, strength, and coordination of large muscles.",Developmental Progression,6.1.1.5.1,PMP.1.E.1,"Child can successfully execute a range of activities exercising large muscles such as jumping, running, climbing, and balancing."
PMP.1,"Develops control, strength, and coordination of large muscles.",Developmental Progression,6.1.1.5.2,PMP.1.E.2,"Child shows significant improvements in muscle strength and can effectively handle objects like balls, hoops, or bicycles."
PMP.1,"Develops control, strength, and coordination of large muscles.",Developmental Progression,6.1.1.5.3,PMP.1.E.3,"Balances, such as on one leg or on a beam, for longer periods of time both when standing still and when moving from one position to another. Demonstrates more coordinated movement when engaging in skills, such as jumping for height and distance, hopping, and running. Engages in more complex movements, such as riding a tricycle, with ease. Engages in physical activities of increasing levels of intensity for sustained periods of time."
PMP.1,"Develops control, strength, and coordination of large muscles.",Developmental Progression,6.1.1.5.4,PMP.1.E.4,"Balances, such as on one leg or a beam, for short periods with some assistance. Performs some skills, such as jumping for height and hopping, but these skills may not be consistently demonstrated. Engages in physical activity that requires strength and stamina for at least brief periods."
PMP.1,"Develops control, strength, and coordination of large muscles.",Developmental Progression,6.1.1.5.5,PMP.1.E.5,"Child exhibits coordinated movements in relation to spatial awareness, including maneuvering around obstacles."
PMP.1,"Develops control, strength, and coordination of large muscles.",Developmental Progression,6.1.1.6.1,PMP.1.F.1,Demonstrates coordination/balance
PMP.1,"Develops control, strength, and coordination of large muscles.",Developmental Progression,6.1.1.6.2,PMP.1.F.2,Coordinates sequence of movements
PMP.1,"Develops control, strength, and coordination of large muscles.",Developmental Progression,6.1.1.6.3,PMP.1.F.3,Demonstrates control/strength of large muscles
PMP.1,"Develops control, strength, and coordination of large muscles.",Developmental Progression,6.1.1.6.4,PMP.1.F.4,Demonstrates balance and coordination
PMP.1,"Develops control, strength, and coordination of large muscles.",Developmental Progression,6.1.1.6.5,PMP.1.F.5,Child demonstrates coordination and balance in isolation.
PMP.1,"Develops control, strength, and coordination of large muscles.",Developmental Progression,6.1.1.6.6,PMP.1.F.6,"Demonstrates balance in large-muscle movement, such as walking on a log without falling or balancing on one leg."
PMP.1,"Develops control, strength, and coordination of large muscles.",Developmental Progression,6.1.1.6.7,PMP.1.F.7,Gross Motor Development
PMP.1,"Develops control, strength, and coordination of large muscles.",Developmental Progression,6.1.1.6.8,PMP.1.F.8,"Performs activities that combine and coordinate large muscle movements, including swinging on a swing, climbing a ladder, or dancing to music."
PMP.1,"Develops control, strength, and coordination of large muscles.",Developmental Progression,6.1.1.6.9,PMP.1.F.9,"Demonstrates strength and stamina that allow for participation in a range of physical activities, such as running around playing tag."
PMP.2,Uses senses to guide movements and interactions.,Developmental Progression,6.1.2.1.1,PMP.2.A.1,Turns head toward sounds or visual stimuli.
PMP.2,Uses senses to guide movements and interactions.,Developmental Progression,6.1.2.2.1,PMP.2.B.1,Tracks moving objects and adjusts body movements accordingly
PMP.2,Uses senses to guide movements and interactions.,Developmental Progression,6.1.2.3.1,PMP.2.C.1,"Uses visual cues to adjust movements (e.g., stepping over obstacles)."
PMP.2,Uses senses to guide movements and interactions.,Developmental Progression,6.1.2.4.1,PMP.2.D.1,"Combines visual and tactile information to solve problems, such as fitting shapes into a sorter."
PMP.2,Uses senses to guide movements and interactions.,Developmental Progression,6.1.2.5.1,PMP.2.E.1,"Child is able to appropriately adjust movements and responses based on perceived information, demonstrating control of over their actions.'"
PMP.2,Uses senses to guide movements and interactions.,Developmental Progression,6.1.2.5.2,PMP.2.E.2,"Somewhat aware of own body, space, and relationship to other objects. May have difficulty consistently coordinating motions and interactions with objects and other people."
PMP.2,Uses senses to guide movements and interactions.,Developmental Progression,6.1.2.5.3,PMP.2.E.3,"Shows increasing awareness of body, space, and relationship to other objects in ways that allow for more coordinated movements, actions, and interactions with others."
PMP.2,Uses senses to guide movements and interactions.,Developmental Progression,6.1.2.5.4,PMP.2.E.4,"Child can accurately interpret visual, auditory, and tactile information to determine distance, location, and characteristics of objects and beings.'"
PMP.2,Uses senses to guide movements and interactions.,Developmental Progression,6.1.2.6.1,PMP.2.F.1,Identifies/locates body parts
PMP.2,Uses senses to guide movements and interactions.,Developmental Progression,6.1.2.6.2,PMP.2.F.2,Recognizes and names basic body parts
PMP.2,Uses senses to guide movements and interactions.,Developmental Progression,6.1.2.6.3,PMP.2.F.3,Matches body parts to their functions
PMP.2,Uses senses to guide movements and interactions.,Developmental Progression,6.1.2.6.4,PMP.2.F.4,Distinguishes external and internal body parts
PMP.2,Uses senses to guide movements and interactions.,Developmental Progression,6.1.2.6.5,PMP.2.F.5,Demonstrates awareness of own body and other people's space during interactions.
PMP.2,Uses senses to guide movements and interactions.,Developmental Progression,6.1.2.6.6,PMP.2.F.6,Guides body motions relative to other/objects
PMP.2,Uses senses to guide movements and interactions.,Developmental Progression,6.1.2.6.7,PMP.2.F.8,Object Interaction
PMP.2,Uses senses to guide movements and interactions.,Developmental Progression,6.1.2.6.8,PMP.2.F.9,Coordinated Movement
PMP.2,Uses senses to guide movements and interactions.,Developmental Progression,6.1.2.6.9,PMP.2.F.7,Spatial Awareness
PMP.2,Uses senses to guide movements and interactions.,Developmental Progression,6.1.2.6.10,PMP.2.F.10,"Moves body in relation to objects to effectively perform tasks, such as moving body in position to kick a ball."
PMP.2,Uses senses to guide movements and interactions.,Developmental Progression,6.1.2.6.11,PMP.2.F.11,"When asked, can move own body in front of, to the side, or behind something or someone else, such as getting in line with other children."
PMP.2,Uses senses to guide movements and interactions.,Developmental Progression,6.1.2.6.12,PMP.2.F.12,Changes directions when moving with little difficulty.
PMP.3,Gains control and coordination of small muscles.,Developmental Progression,6.2.1.1.1,PMP.3.A.1,"Grasps small objects with the whole hand (e.g., rattles or toys)."
PMP.3,Gains control and coordination of small muscles.,Developmental Progression,6.2.1.2.1,PMP.3.C.1,"Uses a pincer grasp to pick up small items, like food or small toys."
PMP.3,Gains control and coordination of small muscles.,Developmental Progression,6.2.1.3.1,PMP.3.B.1,Stacks blocks and uses utensils with growing precision.
PMP.3,Gains control and coordination of small muscles.,Developmental Progression,6.2.1.4.1,PMP.3.D.1,Strings large beads and manipulates puzzle pieces.
PMP.3,Gains control and coordination of small muscles.,Developmental Progression,6.2.1.5.1,PMP.3.E.1,Child exhibits steady improvement in fine-motor tasks
PMP.3,Gains control and coordination of small muscles.,Developmental Progression,6.2.1.5.2,PMP.3.E.2,"Performs simple hand-eye tasks, such as drawing simple shapes like circles and cutting paper with scissors. May demonstrate limited precision and control in more complex tasks."
PMP.3,Gains control and coordination of small muscles.,Developmental Progression,6.2.1.5.3,PMP.3.E.3,Child displays growing strength in small muscle groups
PMP.3,Gains control and coordination of small muscles.,Developmental Progression,6.2.1.5.4,PMP.3.E.4,"Performs tasks that require more complex hand-eye coordination, such as cutting out shapes and drawing letter-like forms, with moderate levels of precision and control."
PMP.3,Gains control and coordination of small muscles.,Developmental Progression,6.2.1.5.5,PMP.3.E.5,Child demonstrates accurate handling and manipulation of objects
PMP.3,Gains control and coordination of small muscles.,Developmental Progression,6.2.1.6.1,PMP.3.F.1,Demonstrates control/strength of small muscles
PMP.3,Gains control and coordination of small muscles.,Developmental Progression,6.2.1.6.2,PMP.3.F.2,Demonstrates Fine Motor Skills
PMP.3,Gains control and coordination of small muscles.,Developmental Progression,6.2.1.6.3,PMP.3.F.3,Exhibit Manual Dexterity
PMP.3,Gains control and coordination of small muscles.,Developmental Progression,6.2.1.6.4,PMP.3.F.4,Show Hand-eye coordination
PMP.3,Gains control and coordination of small muscles.,Developmental Progression,6.2.1.6.5,PMP.3.F.5,"Easily coordinates hand and eye movements to carry out tasks, such as working on puzzles or stringing beads together."
PMP.3,Gains control and coordination of small muscles.,Developmental Progression,6.2.1.6.6,PMP.3.F.6,Demonstrates eye-hand coordination
PMP.3,Gains control and coordination of small muscles.,Developmental Progression,6.2.1.6.7,PMP.3.F.7,'Displays precision in grasping objects'
PMP.3,Gains control and coordination of small muscles.,Developmental Progression,6.2.1.6.8,PMP.3.F.8,'Manages successful object transfer from one hand to another'
PMP.3,Gains control and coordination of small muscles.,Developmental Progression,6.2.1.6.9,PMP.3.F.9,'Accurately directs hand based on visual input'
PMP.3,Gains control and coordination of small muscles.,Developmental Progression,6.2.1.6.10,PMP.3.F.10,"Uses a pincer grip to hold and manipulate tools for writing, drawing, and painting."
PMP.3,Gains control and coordination of small muscles.,Developmental Progression,6.2.1.6.11,PMP.3.F.11,"Uses coordinated movements to complete complex tasks, such as cutting along a line, pouring, or buttoning."
PMP.4,Practices personal hygiene and self-care routines.,Developmental Progression,6.2.2.1.1,PMP.4.A.1,Reacts positively to being cleaned or cared for by caregivers
PMP.4,Practices personal hygiene and self-care routines.,Developmental Progression,6.2.2.2.1,PMP.4.B.1,"Begins to assist in basic self-care tasks, such as holding out arms to put on clothes."
PMP.4,Practices personal hygiene and self-care routines.,Developmental Progression,6.2.2.3.1,PMP.4.C.1,"Attempts simple self-care tasks with assistance, such as washing hands or using a spoon."
PMP.4,Practices personal hygiene and self-care routines.,Developmental Progression,6.2.2.4.1,PMP.4.D.1,"Independently completes basic tasks, like washing hands with supervision."
PMP.4,Practices personal hygiene and self-care routines.,Developmental Progression,6.2.2.5.1,PMP.4.E.1,"Performs basic hygiene tasks such as washing hands, brushing teeth, and tidying up personal items independently."
PMP.4,Practices personal hygiene and self-care routines.,Developmental Progression,6.2.2.5.2,PMP.4.E.2,"Shows an awareness of personal hygiene and self-care skills, such as telling an adult it is important to wash hands before eating. May not complete or exhibit these skills regularly without adult guidance and supervision."
PMP.4,Practices personal hygiene and self-care routines.,Developmental Progression,6.2.2.5.3,PMP.4.E.3,Child understands the importance of a daily hygiene routine and can follow simple self-care instructions.
PMP.4,Practices personal hygiene and self-care routines.,Developmental Progression,6.2.2.5.4,PMP.4.E.4,Begins to take more responsibility for personal hygiene and self-care skills. Sometimes completes them without adult prompting.
PMP.4,Practices personal hygiene and self-care routines.,Developmental Progression,6.2.2.5.5,PMP.4.E.5,"Child recognizes the need for cleanliness and is able to identify when personal care, like using the restroom or cleaning up a spill, is needed."
PMP.4,Practices personal hygiene and self-care routines.,Developmental Progression,6.2.2.6.1,PMP.4.F.1,"Washes hands with soap and water. Knows to do this before eating, after using the bathroom, or after blowing nose."
PMP.4,Practices personal hygiene and self-care routines.,Developmental Progression,6.2.2.6.2,PMP.4.F.2,Practices personal health/hygiene
PMP.4,Practices personal hygiene and self-care routines.,Developmental Progression,6.2.2.6.3,PMP.4.F.3,Demonstrates Basic Personal Hygiene Routines
PMP.4,Practices personal hygiene and self-care routines.,Developmental Progression,6.2.2.6.4,PMP.4.F.4,Understands the Importance of Dietary Health
PMP.4,Practices personal hygiene and self-care routines.,Developmental Progression,6.2.2.6.5,PMP.4.F.5,Displays Awareness of Physical Fitness
PMP.4,Practices personal hygiene and self-care routines.,Developmental Progression,6.2.2.6.6,PMP.4.F.6,"Demonstrates increasing ability to take responsibility for participating in personal self-care skills, such as brushing teeth or getting dressed."
PMP.5,Learns about nutritious food choices and eating habits.,Developmental Progression,6.3.1.1.1,PMP.5.A.1,Shows interest in feeding times and observes adults eating.
PMP.5,Learns about nutritious food choices and eating habits.,Developmental Progression,6.3.1.2.1,PMP.5.B.1,Explores different tastes and textures during mealtimes.
PMP.5,Learns about nutritious food choices and eating habits.,Developmental Progression,6.3.1.3.1,PMP.5.C.1,Recognizes favorite healthy foods and begins asking for them by name.
PMP.5,Learns about nutritious food choices and eating habits.,Developmental Progression,6.3.1.4.1,PMP.5.D.1,Demonstrates curiosity about food preparation by watching or helping caregivers.
PMP.5,Learns about nutritious food choices and eating habits.,Developmental Progression,6.3.1.5.1,PMP.5.E.1,Understanding Nutrition
PMP.5,Learns about nutritious food choices and eating habits.,Developmental Progression,6.3.1.5.2,PMP.5.E.2,Making Healthy Choices
PMP.5,Learns about nutritious food choices and eating habits.,Developmental Progression,6.3.1.5.3,PMP.5.E.3,Demonstrates a basic knowledge of the role of foods and nutrition in healthy development. Often requires adult guidance and supervision to make healthy eating choices.
PMP.5,Learns about nutritious food choices and eating habits.,Developmental Progression,6.3.1.5.4,PMP.5.E.4,Demonstrates an increasing understanding of the ways in which foods and nutrition help the body grow and be healthy. Makes healthy eating choices both independently and with support.
PMP.5,Learns about nutritious food choices and eating habits.,Developmental Progression,6.3.1.5.5,PMP.5.E.5,Developing Healthy Eating Habits
PMP.5,Learns about nutritious food choices and eating habits.,Developmental Progression,6.3.1.6.1,PMP.5.F.1,Identifies a variety of healthy and unhealthy foods.
PMP.5,Learns about nutritious food choices and eating habits.,Developmental Progression,6.3.1.6.2,PMP.5.F.2,Identifies good nutrition/exercise habits
PMP.5,Learns about nutritious food choices and eating habits.,Developmental Progression,6.3.1.6.3,PMP.5.F.3,Understands Basic Food Groups
PMP.5,Learns about nutritious food choices and eating habits.,Developmental Progression,6.3.1.6.4,PMP.5.F.4,Differentiates Between Healthy and Unhealthy Foods
PMP.5,Learns about nutritious food choices and eating habits.,Developmental Progression,6.3.1.6.5,PMP.5.F.5,Recognizes Physical Activity Importance
PMP.5,Learns about nutritious food choices and eating habits.,Developmental Progression,6.3.1.6.6,PMP.5.F.6,Demonstrates basic understanding that eating a variety of foods helps the body grow and be healthy.
PMP.5,Learns about nutritious food choices and eating habits.,Developmental Progression,6.3.1.6.7,PMP.5.F.7,Moderates food consumption based on awareness of own hunger and fullness.
PMP.6,Understands personal safety practices and routines.,Developmental Progression,6.3.2.1.1,PMP.6.A.1,"Reacts to changes in their environment that signal safety or danger, such as loud noises or being held securely."
PMP.6,Understands personal safety practices and routines.,Developmental Progression,6.3.2.2.1,PMP.6.B.1,"Understands simple safety instructions, like ""Stop"" or ""No."""
PMP.6,Understands personal safety practices and routines.,Developmental Progression,6.3.2.3.1,PMP.6.C.1,"Begins to follow basic safety routines, such as holding hands while walking."
PMP.6,Understands personal safety practices and routines.,Developmental Progression,6.3.2.4.1,PMP.6.D.1,"Anticipates safety rules during familiar routines, such as waiting before crossing the street."
PMP.6,Understands personal safety practices and routines.,Developmental Progression,6.3.2.5.1,PMP.6.E.1,"Child can identify potential dangers in various environments (home, school, playground)."
PMP.6,Understands personal safety practices and routines.,Developmental Progression,6.3.2.5.2,PMP.6.E.2,Shows awareness of a growing number of personal safety practices and routines. Looks to adults for support in enacting these.
PMP.6,Understands personal safety practices and routines.,Developmental Progression,6.3.2.5.3,PMP.6.E.3,"Child correctly follows personal safety routines like hand-washing, crossing the road, etc."
PMP.6,Understands personal safety practices and routines.,Developmental Progression,6.3.2.5.4,PMP.6.E.4,Child exhibits understanding of how to seek help from trusted adults in unsafe or uncomfortable situations.
PMP.6,Understands personal safety practices and routines.,Developmental Progression,6.3.2.5.5,PMP.6.E.5,Exhibits increasing independence in following basic personal safety practices and routines. Follows adult guidance around more complex practices.
PMP.6,Understands personal safety practices and routines.,Developmental Progression,6.3.2.6.1,PMP.6.F.1,"Identifies, avoids, and alerts others to danger, such as keeping a safe distance from swings."
PMP.6,Understands personal safety practices and routines.,Developmental Progression,6.3.2.6.2,PMP.6.F.2,Practices personal safety
PMP.6,Understands personal safety practices and routines.,Developmental Progression,6.3.2.6.3,PMP.6.F.3,Demonstrates awareness of safety rules and guidelines
PMP.6,Understands personal safety practices and routines.,Developmental Progression,6.3.2.6.4,PMP.6.F.4,Shows understanding of personal boundaries and respect for others
PMP.6,Understands personal safety practices and routines.,Developmental Progression,6.3.2.6.5,PMP.6.F.5,Displays skills in self-caution and awareness during physical activities
PMP.6,Understands personal safety practices and routines.,Developmental Progression,6.3.2.6.6,PMP.6.F.6,"Identifies and follows basic safety rules with adult guidance and support, such as transportation and street safety practices."
SS.1,"Differentiates between past, present, and future events.",Developmental Progression,7.1.1.2.1,,Remembers how to use objects or materials from previous experience.
SS.1,"Differentiates between past, present, and future events.",Developmental Progression,7.1.1.2.2,,"Anticipates routines or events by taking action, such as going to the table when it is time to eat."
SS.1,"Differentiates between past, present, and future events.",Developmental Progression,7.1.1.3.1,,Tells others about memories and past experiences.
SS.1,"Differentiates between past, present, and future events.",Developmental Progression,7.1.1.3.2,,Remembers how to do a series of actions that were observed at an earlier time.
SS.2,Identifies changes over time in immediate environment.,Developmental Progression,7.1.2.1.1,,Recognizes familiar people by their faces or voices and distinguishes between familiar and unfamiliar people.
SS.2,Identifies changes over time in immediate environment.,Developmental Progression,7.1.2.2.1,,"Remembers actions of familiar adults, the usual location of familiar objects, and parts of familiar routines."
SS.2,Identifies changes over time in immediate environment.,Developmental Progression,7.1.2.3.1,,"Anticipates and communicates about multiple steps of familiar routines, activities, or events."
SS.2,Identifies changes over time in immediate environment.,Developmental Progression,7.1.2.3.2,,"Expresses surprise about unexpected outcomes, unusual people, actions, or events."
VIII.D.1,Identifies US and state flagas,Developmental Progression,7.4.3.1,VIII.D.1.a,Recognizes the design and colors of the US flag.
VIII.D.1,Identifies US and state flagas,Developmental Progression,7.4.3.2,VIII.D.1.b,Distinguishes the state flag from other flags.
VIII.D.1,Identifies US and state flagas,Developmental Progression,7.4.3.3,VIII.D.1.c,Understands the symbolic meaning of the flags' components.
VIII.D.2,Says Pledge of Allegiance,Developmental Progression,7.4.4.1,VIII.D.2.a,Recognizes and Recites Pledge of Allegiance
VIII.D.2,Says Pledge of Allegiance,Developmental Progression,7.4.4.2,VIII.D.2.b,Understands the Meaning of the Pledge
VIII.D.2,Says Pledge of Allegiance,Developmental Progression,7.4.4.3,VIII.D.2.c,Demonstrates Proper Etiquette during the Pledge
VIII.D.2,Says Pledge of Allegiance,Developmental Progression,7.4.4.4,VIII.D.2.d,Child recites the Pledge of Allegiance to their state flag and understands what observing a moment of silence means.
VIII.D.3,Engages in voting for group decision making,Developmental Progression,7.4.5.1,VIII.D.3.a,Understanding the Concept of Voting
VIII.D.3,Engages in voting for group decision making,Developmental Progression,7.4.5.2,VIII.D.3.b,Expressing Personal Opinion
VIII.D.3,Engages in voting for group decision making,Developmental Progression,7.4.5.3,VIII.D.3.c,Respecting Others' Opinions
,"Engages with technology to access information, learn, and solve problems independently.",Developmental Progression,8.1.1.1.1,,Shows early interest in digital content by visually tracking simple animations or sounds.
,"Engages with technology to access information, learn, and solve problems independently.",Developmental Progression,8.1.1.2.1,,"Explores digital devices through sensory interactions (e.g., noticing screen lights or gentle touches)."
,"Engages with technology to access information, learn, and solve problems independently.",Developmental Progression,8.1.1.3.1,,"Engages with digital media through guided play (for example, pressing a button on a toy device)."
,"Engages with technology to access information, learn, and solve problems independently.",Developmental Progression,8.1.1.4.1,,Begins to understand simple cause-and-effect relationships when interacting with digital interfaces.
,"Engages with technology to access information, learn, and solve problems independently.",Developmental Progression,8.1.1.5.1,,Begins to explore simple digital learning activities with adult guidance.
,"Engages with technology to access information, learn, and solve problems independently.",Developmental Progression,8.1.1.5.2,,"Shows curiosity when watching or touching digital screens (e.g., tapping on a tablet or observing a caregiver use a device)."
,"Engages with technology to access information, learn, and solve problems independently.",Developmental Progression,8.1.1.6.1,XI.A.1.a,Navigates and interacts with user-friendly interfaces.
,"Engages with technology to access information, learn, and solve problems independently.",Developmental Progression,8.1.1.6.2,XI.A.1.c,Demonstrates responsiveness to digital feedback.
,"Engages with technology to access information, learn, and solve problems independently.",Developmental Progression,8.1.1.6.3,XI.A.2.a,Identifies different digital tools.
,"Engages with technology to access information, learn, and solve problems independently.",Developmental Progression,8.1.1.6.4,XI.A.2.c,Applies digital tools in learning.
,Uses digital resources responsibly while understanding online risks and etiquette.,Developmental Progression,8.2.1.1.1,,Shows emerging curiosity about digital devices under close supervision.
,Uses digital resources responsibly while understanding online risks and etiquette.,Developmental Progression,8.2.1.2.1,,"Passively observes digital cues in the environment (e.g., lights and sounds from devices)."
,Uses digital resources responsibly while understanding online risks and etiquette.,Developmental Progression,8.2.1.3.1,,"Interacts with digital devices in simple, guided ways (e.g., touching a screen briefly)."
,Uses digital resources responsibly while understanding online risks and etiquette.,Developmental Progression,8.2.1.4.1,,Begins to experiment with turn-taking behaviors on digital devices.
,Uses digital resources responsibly while understanding online risks and etiquette.,Developmental Progression,8.2.1.5.1,,Learns to wait for turns with digital devices with adult help.
,Uses digital resources responsibly while understanding online risks and etiquette.,Developmental Progression,8.2.1.5.2,,Begins to understand that devices belong to someone and should be treated with care.
,Uses digital resources responsibly while understanding online risks and etiquette.,Developmental Progression,8.2.1.6.1,XI.A.5.a,Identifies and avoid online risks such as chatting with strangers on games
,Uses digital resources responsibly while understanding online risks and etiquette.,Developmental Progression,8.2.1.6.2,XI.A.5.c,Understands consequences of misusing technology
,Constructs knowledge through effective use of digital tools and information resources.,Developmental Progression,8.3.1.1.1,,"Passively observes digital images, sounds, and simple interactive elements."
,Constructs knowledge through effective use of digital tools and information resources.,Developmental Progression,8.3.1.2.1,,Shows early interest in digital visuals and simple sounds.
,Constructs knowledge through effective use of digital tools and information resources.,Developmental Progression,8.3.1.3.1,,Begins to interact with simple digital tools under close guidance.
,Constructs knowledge through effective use of digital tools and information resources.,Developmental Progression,8.3.1.4.1,,Explores technology by pressing buttons and interacting with simple cause-and-effect activities.
,Constructs knowledge through effective use of digital tools and information resources.,Developmental Progression,8.3.1.4.2,,Listens and responds to simple digital stories or music.
,Constructs knowledge through effective use of digital tools and information resources.,Developmental Progression,8.3.1.5.1,,"Engages in exploratory play with digital devices (e.g., tapping a screen to trigger sounds)."
,Constructs knowledge through effective use of digital tools and information resources.,Developmental Progression,8.3.1.6.1,XI.A.4.a,"Explores digital tools to find information, ask questions, and discover new ideas with guidance and support."
,Applies creative thinking and problem solving to design digital solutions.,Developmental Progression,8.4.1.1.1,,Observes simple digital patterns and creative visuals passively.
,Applies creative thinking and problem solving to design digital solutions.,Developmental Progression,8.4.1.2.1,,"Shows emerging curiosity about digital creative activities (e.g., noticing colors or shapes on a screen)."
,Applies creative thinking and problem solving to design digital solutions.,Developmental Progression,8.4.1.3.1,,"Interacts with digital play tools in a rudimentary way (for example, tapping on simple icons)."
,Applies creative thinking and problem solving to design digital solutions.,Developmental Progression,8.4.1.4.1,,Begins to experiment with basic problem-solving in digital games.
,Applies creative thinking and problem solving to design digital solutions.,Developmental Progression,8.4.1.5.1,,"Uses basic problem-solving skills when playing with simple digital tools (e.g., matching shapes on an app)."
,Applies creative thinking and problem solving to design digital solutions.,Developmental Progression,8.4.1.5.2,,Engages in exploratory play using physical and digital materials.
,Applies creative thinking and problem solving to design digital solutions.,Developmental Progression,8.4.1.6.1,,Explores and uses technology tools to create and solve simple problems through play and guided activities.
,Demonstrates an understanding of computational processes through interactive digital experiences.,Developmental Progression,8.5.1.1.1,,Shows early interest in interactive digital stimuli.
,Demonstrates an understanding of computational processes through interactive digital experiences.,Developmental Progression,8.5.1.2.1,,Engages in simple touch interactions with digital devices.
,Demonstrates an understanding of computational processes through interactive digital experiences.,Developmental Progression,8.5.1.3.1,,Observes digital interactions and simple cause-and-effect events.
,Demonstrates an understanding of computational processes through interactive digital experiences.,Developmental Progression,8.5.1.4.1,,Begins to recognize how pressing buttons or swiping can cause changes on a screen.
,Demonstrates an understanding of computational processes through interactive digital experiences.,Developmental Progression,8.5.1.4.2,,"Experiments with simple digital tools (e.g., moving a digital puzzle piece)."
,Demonstrates an understanding of computational processes through interactive digital experiences.,Developmental Progression,8.5.1.5.1,,Explores the effects of digital input with guidance.
,Demonstrates an understanding of computational processes through interactive digital experiences.,Developmental Progression,8.5.1.6.1,,"Engages with digital tools to explore patterns, sequences, and cause-and-effect relationships through interactive play."
,Communicates ideas effectively using digital media and tools.,Developmental Progression,8.6.1.1.1,,Observes visual symbols and simple digital images.
,Communicates ideas effectively using digital media and tools.,Developmental Progression,8.6.1.2.1,,Shows early responsiveness to digital sounds and images.
,Communicates ideas effectively using digital media and tools.,Developmental Progression,8.6.1.3.1,,"Begins to mimic simple digital interactions (e.g., tapping to produce a sound)."
,Communicates ideas effectively using digital media and tools.,Developmental Progression,8.6.1.4.1,,Explores basic digital communication through guided play.
,Communicates ideas effectively using digital media and tools.,Developmental Progression,8.6.1.5.1,,Uses a touchscreen or keyboard to make marks or select images with support.
,Communicates ideas effectively using digital media and tools.,Developmental Progression,8.6.1.5.2,,Engages in basic digital drawing or storytelling activities with adult guidance.
,Communicates ideas effectively using digital media and tools.,Developmental Progression,8.6.1.6.1,,"Uses digital tools to express ideas, share thoughts, or create simple representations with guidance and support."
,Collaborates globally using digital platforms while demonstrating responsible technology use.,Developmental Progression,8.7.1.1.1,,Passively observes people using digital devices in daily routines.
,Collaborates globally using digital platforms while demonstrating responsible technology use.,Developmental Progression,8.7.1.2.1,,Begins to show awareness of the social use of technology by watching interactions.
,Collaborates globally using digital platforms while demonstrating responsible technology use.,Developmental Progression,8.7.1.3.1,,Engages with digital devices during social play with peers or caregivers.
,Collaborates globally using digital platforms while demonstrating responsible technology use.,Developmental Progression,8.7.1.4.1,,Starts to participate in simple turn-taking and sharing of digital devices.
,Collaborates globally using digital platforms while demonstrating responsible technology use.,Developmental Progression,8.7.1.5.1,,"Observes and imitates adults using technology (e.g., pretending to talk on a toy phone) and shows interest in digital tools used in everyday life."
,Collaborates globally using digital platforms while demonstrating responsible technology use.,Developmental Progression,8.7.1.6.1,,Engages with digital tools to share and connect with others while learning to use technology safely and respectfully with guidance.
,"Demonstrates art skills through exploration, self-expression, and appreciation of creative works.",Developmental Progression,9.1.1.1.1,,Expresses basic emotions through facial expressions when viewing art—reacting to bright colors and simple shapes.
,"Demonstrates art skills through exploration, self-expression, and appreciation of creative works.",Developmental Progression,9.1.1.2.1,,"Begins to show a preference for certain colors or patterns that mirror mood, linking feelings with visual stimuli."
,"Demonstrates art skills through exploration, self-expression, and appreciation of creative works.",Developmental Progression,9.1.1.3.1,,Makes simple marks—such as lines or dots—that correspond with basic emotional states.
,"Demonstrates art skills through exploration, self-expression, and appreciation of creative works.",Developmental Progression,9.1.1.4.1,,Uses a limited range of shapes and colors to represent feelings in a rudimentary manner.
,"Demonstrates art skills through exploration, self-expression, and appreciation of creative works.",Developmental Progression,9.1.1.5.1,,"Creates images that symbolize personal feelings or experiences, using colors and forms with increasing purpose."
,"Demonstrates art skills through exploration, self-expression, and appreciation of creative works.",Developmental Progression,9.1.1.6.1,,"Demonstrates refined techniques in combining media to express creative ideas, using art materials with intentionality."
IX.A.3,Appreciates other’s creative works through increasingly complex physical and mental processes.,Developmental Progression,9.1.2.1.1,,Shows interest by gazing at artworks and reacting—smiling or widening eyes—to bright visuals and animated images.
IX.A.3,Appreciates other’s creative works through increasingly complex physical and mental processes.,Developmental Progression,9.1.2.2.1,,"Begins to focus on distinct features in art, such as contrasts, patterns, and simple shapes."
IX.A.3,Appreciates other’s creative works through increasingly complex physical and mental processes.,Developmental Progression,9.1.2.3.1,,Imitates simple gestures or vocal sounds in response to observing creative displays.
IX.A.3,Appreciates other’s creative works through increasingly complex physical and mental processes.,Developmental Progression,9.1.2.4.1,,"Expresses delight through clapping, giggles, or other gestures when exposed to varied artistic expressions."
IX.A.3,Appreciates other’s creative works through increasingly complex physical and mental processes.,Developmental Progression,9.1.2.5.1,,"Engages in simple discussions about art, expressing preferences and noticing differences between styles."
IX.A.3,Appreciates other’s creative works through increasingly complex physical and mental processes.,Developmental Progression,9.1.2.6.1,,"Articulates thoughtful responses to creative works, demonstrating an understanding of diverse artistic expressions and the emotions they evoke."
IX.B.1,"Engages in musical activities by themself or in classroom setting to develop rhythm, expression, and creative responses.",Developmental Progression,9.2.1.1.1,,Listens to simple melodies and reacts to rhythmic sounds with spontaneous arm or head movements.
IX.B.1,"Engages in musical activities by themself or in classroom setting to develop rhythm, expression, and creative responses.",Developmental Progression,9.2.1.2.1,,Begins to show interest in musical sounds by smiling or cooing when exposed to rhythmic patterns.
