Identifier,URI,Item Type,Sequence,Human Code,Full Statement,Abbreviated Statement,Notes,Supp. Info,Ed. Level,Language,Src. Item ID,# Parents,# Children,Imp. Start Date,Retirement Date,Last Modified
48e69418-0f10-4a20-a540-600abcc6cb74,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,6.1.2.1.1,PMP.2.A.1,Turns head toward sounds or visual stimuli.,,,,,,,1,0,,,2025-01-31T21:14:50+00:00
075f2ddc-520d-4fc1-8509-bf9ed1219cb7,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,6.1.2.2,PMP.2.B,Infants (INF 8-18) Learning Outcome,,,,,,,1,1,,,2025-01-31T21:14:54+00:00
1e05eed4-064a-44d3-bea8-be782aecb2be,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,6.1.2.2.1,PMP.2.B.1,Tracks moving objects and adjusts body movements accordingly,,,,,,,1,0,,,2025-01-31T21:14:58+00:00
107d76a1-5ef4-4639-98eb-781448aa3009,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,6.1.2.3,PMP.2.C,Toddler (TOD 18-24) Learning Outcome,,,,,,,1,1,,,2025-01-31T21:14:09+00:00
ccf8b946-f539-4786-81e4-118114a0ff0d,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,6.1.2.3.1,PMP.2.C.1,"Uses visual cues to adjust movements (e.g., stepping over obstacles).",,,,,,,1,0,,,2025-01-31T21:14:16+00:00
d2aa0c74-8f6b-45b5-ae04-98b69bbba3cd,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,6.1.2.4,PMP.2.D,Toddler (TOD 24-36) Learning Outcome,,,,,,,1,1,,,2025-01-31T21:14:20+00:00
a3b56197-4d37-45d5-b98c-c81eb990be96,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,6.1.2.4.1,PMP.2.D.1,"Combines visual and tactile information to solve problems, such as fitting shapes into a sorter.",,,,,,,1,0,,,2025-01-31T21:14:28+00:00
d7b2c110-0c0b-4c5b-ba8b-1df68aacc4e8,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,6.1.2.5,PMP.2.E,Preschool (PS 36-48) Learning Outcome,,,,,,,1,4,,,2025-01-31T21:15:11+00:00
4deacd9d-02b7-4613-b2e8-19f73f51dc7b,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/4deacd9d-02b7-4613-b2e8-19f73f51dc7b,Developmental Progression,6.1.2.5.1,PMP.2.E.1,"Child is able to appropriately adjust movements and responses based on perceived information, demonstrating control of over their actions.'",,,,,,,1,0,,,2025-01-31T21:15:18+00:00
a62b568a-b4b4-45d0-bbb6-e8070dfee7d0,https://satchelcommons.com/ims/case/v1p0/CFItems/a62b568a-b4b4-45d0-bbb6-e8070dfee7d0,Developmental Progression,6.1.2.5.2,PMP.2.E.2,"Somewhat aware of own body, space, and relationship to other objects. May have difficulty consistently coordinating motions and interactions with objects and other people.",,,,PK,en,,1,0,,,2025-01-31T21:15:21+00:00
26b04eea-32b3-44df-8506-b737e1fa5898,https://satchelcommons.com/ims/case/v1p0/CFItems/26b04eea-32b3-44df-8506-b737e1fa5898,Developmental Progression,6.1.2.5.3,PMP.2.E.3,"Shows increasing awareness of body, space, and relationship to other objects in ways that allow for more coordinated movements, actions, and interactions with others.",,,,PK,en,,1,0,,,2025-01-31T21:15:25+00:00
f927c1cc-99de-406e-ae8e-47b5a9d5880f,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/f927c1cc-99de-406e-ae8e-47b5a9d5880f,Developmental Progression,6.1.2.5.4,PMP.2.E.4,"Child can accurately interpret visual, auditory, and tactile information to determine distance, location, and characteristics of objects and beings.'",,,,,,,1,0,,,2025-01-31T21:15:31+00:00
84f95fdc-2b46-4e21-9356-5bf7bac1660b,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,6.1.2.6,PMP.2.F,PreK (PK 48-60) Learning Outcome,,,,,,,1,12,,,2025-01-31T21:15:40+00:00
f87aed13-dd6d-4e56-b580-f61e7b499ef6,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/f87aed13-dd6d-4e56-b580-f61e7b499ef6,Developmental Progression,6.1.2.6.1,PMP.2.F.1,Identifies/locates body parts,,,,PK,,,1,0,,,2025-01-31T21:15:49+00:00
5bc72672-4ebf-485c-ae47-2dd9870007c1,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/5bc72672-4ebf-485c-ae47-2dd9870007c1,Developmental Progression,6.1.2.6.2,PMP.2.F.2,Recognizes and names basic body parts,,,,PK,,,1,0,,,2025-01-31T21:15:53+00:00
eaa9e4ed-6fb8-401b-b826-7dea3cff566f,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/eaa9e4ed-6fb8-401b-b826-7dea3cff566f,Developmental Progression,6.1.2.6.3,PMP.2.F.3,Matches body parts to their functions,,,,PK,,,1,0,,,2025-01-31T21:15:57+00:00
94f3734f-4639-4c83-bfc4-829c6351abc4,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/94f3734f-4639-4c83-bfc4-829c6351abc4,Developmental Progression,6.1.2.6.4,PMP.2.F.4,Distinguishes external and internal body parts,,,,PK,,,1,0,,,2025-01-31T21:16:01+00:00
81412ac6-348d-4f86-9a61-eacd67d195ff,https://satchelcommons.com/ims/case/v1p0/CFItems/81412ac6-348d-4f86-9a61-eacd67d195ff,Developmental Progression,6.1.2.6.5,PMP.2.F.5,Demonstrates awareness of own body and other people's space during interactions.,,,,PK,en,,1,0,,,2025-01-31T21:16:05+00:00
30f12b70-1f4b-4d09-857a-df3bdaf26f5f,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/30f12b70-1f4b-4d09-857a-df3bdaf26f5f,Developmental Progression,6.1.2.6.6,PMP.2.F.6,Guides body motions relative to other/objects,,,,PK,,,1,0,,,2025-01-31T21:16:12+00:00
8a8b243e-d60b-462b-9162-bc3d0d2bfc91,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/8a8b243e-d60b-462b-9162-bc3d0d2bfc91,Developmental Progression,6.1.2.6.7,PMP.2.F.8,Object Interaction,,,,PK,,,1,0,,,2025-01-31T21:16:22+00:00
876dfa6f-60eb-474e-874f-33c211e5d104,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/876dfa6f-60eb-474e-874f-33c211e5d104,Developmental Progression,6.1.2.6.8,PMP.2.F.9,Coordinated Movement,,,,PK,,,1,0,,,2025-01-31T21:16:26+00:00
38f58dc4-f8a5-49fc-bace-01050ef800fe,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/38f58dc4-f8a5-49fc-bace-01050ef800fe,Developmental Progression,6.1.2.6.9,PMP.2.F.7,Spatial Awareness,,,,PK,,,1,0,,,2025-01-31T21:16:18+00:00
e5eebb1c-f473-4531-8705-9de9aea7b10f,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/e5eebb1c-f473-4531-8705-9de9aea7b10f,Developmental Progression,6.1.2.6.10,PMP.2.F.10,"Moves body in relation to objects to effectively perform tasks, such as moving body in position to kick a ball.",,,,PK,en,,1,0,,,2025-01-31T21:16:33+00:00
b8643836-4e66-4d49-b8d3-85e3689de71e,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/b8643836-4e66-4d49-b8d3-85e3689de71e,Developmental Progression,6.1.2.6.11,PMP.2.F.11,"When asked, can move own body in front of, to the side, or behind something or someone else, such as getting in line with other children.",,,,PK,en,,1,0,,,2025-01-31T21:16:41+00:00
b3f5ff0e-6a61-4f73-9d64-c653c78f0bc4,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/b3f5ff0e-6a61-4f73-9d64-c653c78f0bc4,Developmental Progression,6.1.2.6.12,PMP.2.F.12,Changes directions when moving with little difficulty.,,,,PK,en,,1,0,,,2025-01-31T21:16:46+00:00
69dd174c-9007-410a-9b29-91e86b4c5ad4,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Cluster,6.2,PMP.FM,Fine Motor,,,,,,,1,2,,,2025-02-04T05:30:36+00:00
24ebb3b9-762a-449e-b2ab-b071f1dc9c26,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/24ebb3b9-762a-449e-b2ab-b071f1dc9c26,Standard,6.2.1,PMP.3,Gains control and coordination of small muscles.,,,,,,,1,6,,,2025-02-04T17:44:33+00:00
5fad70ee-691a-4e3b-9207-765c942590ad,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,6.2.1.1,PMP.3.A,Infants (INF 0-8) Learning Outcome,,,,,,,1,1,,,2025-01-31T21:19:13+00:00
72abb73e-f790-4eeb-9af9-bb78044fa211,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,6.2.1.1.1,PMP.3.A.1,"Grasps small objects with the whole hand (e.g., rattles or toys).",,,,,,,1,0,,,2025-01-31T21:19:17+00:00
e22ec862-a387-4926-8701-bba082870547,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,6.2.1.2,PMP.3.C,Toddler (TOD 18-24) Learning Outcome,,,,,,,1,1,,,2025-01-31T21:19:43+00:00
afda58a3-4201-40f8-b4f5-cde1034e4d18,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,6.2.1.2.1,PMP.3.C.1,"Uses a pincer grasp to pick up small items, like food or small toys.",,,,,,,1,0,,,2025-01-31T21:19:47+00:00
e0188981-e18e-452a-b883-db8672ba4e95,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,6.2.1.3,PMP.3.B,Infants (INF 8-18) Learning Outcome,,,,,,,1,1,,,2025-01-31T21:19:23+00:00
efafd65d-faee-4ca9-b6dd-4e2fe172c3f7,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,6.2.1.3.1,PMP.3.B.1,Stacks blocks and uses utensils with growing precision.,,,,,,,1,0,,,2025-01-31T21:19:28+00:00
44ecc1c5-7869-4a3e-9612-7df05ec50b61,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,6.2.1.4,PMP.3.D,Toddler (TOD 24-36) Learning Outcome,,,,,,,1,1,,,2025-01-31T21:19:52+00:00
8748fd0c-7f55-4d28-9ee7-57eba3c70012,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,6.2.1.4.1,PMP.3.D.1,Strings large beads and manipulates puzzle pieces.,,,,,,,1,0,,,2025-01-31T21:19:57+00:00
0fee4d99-b810-40a4-b383-f2c78ba93fa5,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,6.2.1.5,PMP.3.E,Preschool (PS 36-48) Learning Outcome,,,,,,,1,5,,,2025-01-31T21:20:03+00:00
2f460457-1bc4-4ba1-b12c-c4afc53b48ed,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/2f460457-1bc4-4ba1-b12c-c4afc53b48ed,Developmental Progression,6.2.1.5.1,PMP.3.E.1,Child exhibits steady improvement in fine-motor tasks,,,,,,,1,0,,,2025-01-31T21:20:08+00:00
eb0c9f86-d965-45af-9bc9-358756ff1283,https://satchelcommons.com/ims/case/v1p0/CFItems/eb0c9f86-d965-45af-9bc9-358756ff1283,Developmental Progression,6.2.1.5.2,PMP.3.E.2,"Performs simple hand-eye tasks, such as drawing simple shapes like circles and cutting paper with scissors. May demonstrate limited precision and control in more complex tasks.",,,,PK,en,,1,0,,,2025-01-31T21:20:14+00:00
9072870a-d5e8-4e8d-8bfe-55e2918d66a6,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/9072870a-d5e8-4e8d-8bfe-55e2918d66a6,Developmental Progression,6.2.1.5.3,PMP.3.E.3,Child displays growing strength in small muscle groups,,,,,,,1,0,,,2025-01-31T21:20:18+00:00
54d661c2-8f82-437e-9b41-6072a4020e5e,https://satchelcommons.com/ims/case/v1p0/CFItems/54d661c2-8f82-437e-9b41-6072a4020e5e,Developmental Progression,6.2.1.5.4,PMP.3.E.4,"Performs tasks that require more complex hand-eye coordination, such as cutting out shapes and drawing letter-like forms, with moderate levels of precision and control.",,,,PK,en,,1,0,,,2025-01-31T21:20:25+00:00
e41ba4a5-c2c4-48e2-a141-c8b75ab1e5f8,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/e41ba4a5-c2c4-48e2-a141-c8b75ab1e5f8,Developmental Progression,6.2.1.5.5,PMP.3.E.5,Child demonstrates accurate handling and manipulation of objects,,,,,,,1,0,,,2025-01-31T21:20:30+00:00
134bfbe8-6166-487c-8147-fc54e6c6bc5b,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,6.2.1.6,PMP.3.F,PreK (PK 48-60) Learning Outcome,,,,,,,1,11,,,2025-01-31T21:20:37+00:00
888fe608-86f6-49b1-b1cc-c181f66a224b,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/888fe608-86f6-49b1-b1cc-c181f66a224b,Developmental Progression,6.2.1.6.1,PMP.3.F.1,Demonstrates control/strength of small muscles,,,,PK,,,1,0,,,2025-01-31T21:20:41+00:00
d3c2abac-b4b3-4872-9d54-4fd1c645ea40,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/d3c2abac-b4b3-4872-9d54-4fd1c645ea40,Developmental Progression,6.2.1.6.2,PMP.3.F.2,Demonstrates Fine Motor Skills,,,,PK,,,1,0,,,2025-01-31T21:28:46+00:00
eeae31e6-a6d6-4af5-8e0a-7914129ffa68,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/eeae31e6-a6d6-4af5-8e0a-7914129ffa68,Developmental Progression,6.2.1.6.3,PMP.3.F.3,Exhibit Manual Dexterity,,,,PK,,,1,0,,,2025-01-31T21:28:52+00:00
da212a91-bdfe-46a6-a287-4cc640e8fe40,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/da212a91-bdfe-46a6-a287-4cc640e8fe40,Developmental Progression,6.2.1.6.4,PMP.3.F.4,Show Hand-eye coordination,,,,PK,,,1,0,,,2025-01-31T21:28:57+00:00
3e53df1e-f931-4b68-9a26-cb7b4371d7b1,https://satchelcommons.com/ims/case/v1p0/CFItems/3e53df1e-f931-4b68-9a26-cb7b4371d7b1,Developmental Progression,6.2.1.6.5,PMP.3.F.5,"Easily coordinates hand and eye movements to carry out tasks, such as working on puzzles or stringing beads together.",,,,PK,en,,1,0,,,2025-01-31T21:21:02+00:00
73561cf3-4b9e-439e-9f87-d782d5920076,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/73561cf3-4b9e-439e-9f87-d782d5920076,Developmental Progression,6.2.1.6.6,PMP.3.F.6,Demonstrates eye-hand coordination,,,,PK,,,1,0,,,2025-01-31T21:21:07+00:00
71e9b23f-81a1-4fbe-942c-02eb45697df6,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/71e9b23f-81a1-4fbe-942c-02eb45697df6,Developmental Progression,6.2.1.6.7,PMP.3.F.7,'Displays precision in grasping objects',,,,PK,,,1,0,,,2025-01-31T21:21:13+00:00
2948c909-d3d7-4916-8ca1-64b9a64ad1fc,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/2948c909-d3d7-4916-8ca1-64b9a64ad1fc,Developmental Progression,6.2.1.6.8,PMP.3.F.8,'Manages successful object transfer from one hand to another',,,,PK,,,1,0,,,2025-01-31T21:21:17+00:00
4ff985ed-3bc6-4e0c-b8a9-795da3ca1e00,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/4ff985ed-3bc6-4e0c-b8a9-795da3ca1e00,Developmental Progression,6.2.1.6.9,PMP.3.F.9,'Accurately directs hand based on visual input',,,,PK,,,1,0,,,2025-01-31T21:21:22+00:00
d90ef93f-9bad-43c3-ae1e-bd8beaace13d,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/d90ef93f-9bad-43c3-ae1e-bd8beaace13d,Developmental Progression,6.2.1.6.10,PMP.3.F.10,"Uses a pincer grip to hold and manipulate tools for writing, drawing, and painting.",,,,PK,en,,1,0,,,2025-01-31T21:21:27+00:00
e5a9aab1-e63d-4082-a05e-fa23a806d2f5,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/e5a9aab1-e63d-4082-a05e-fa23a806d2f5,Developmental Progression,6.2.1.6.11,PMP.3.F.11,"Uses coordinated movements to complete complex tasks, such as cutting along a line, pouring, or buttoning.",,,,PK,en,,1,0,,,2025-01-31T21:21:31+00:00
d751eeaf-a194-4d58-a2f4-ddc6d7214972,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/d751eeaf-a194-4d58-a2f4-ddc6d7214972,Standard,6.2.2,PMP.4,Practices personal hygiene and self-care routines.,,,,,,,1,6,,,2025-02-04T17:45:02+00:00
241ca1f4-029e-4350-bbe1-7759f3a8ae70,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,6.2.2.1,PMP.4.A,Infants (INF 0-8) Learning Outcome,,,,,,,1,1,,,2025-01-31T21:21:43+00:00
8029a321-9bb5-4102-ad38-97346ef73781,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,6.2.2.1.1,PMP.4.A.1,Reacts positively to being cleaned or cared for by caregivers,,,,,,,1,0,,,2025-01-31T21:21:53+00:00
ff942856-d531-48cd-8443-7879f60015cf,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,6.2.2.2,PMP.4.B,Infants (INF 8-18) Learning Outcome,,,,,,,1,1,,,2025-01-31T21:21:58+00:00
3a70881d-c24a-46b6-b7d6-d0b091bd28cf,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,6.2.2.2.1,PMP.4.B.1,"Begins to assist in basic self-care tasks, such as holding out arms to put on clothes.",,,,,,,1,0,,,2025-01-31T21:22:02+00:00
68f63982-5762-4361-a0b8-aab3a3ab5403,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,6.2.2.3,PMP.4.C,Toddler (TOD 18-24) Learning Outcome,,,,,,,1,1,,,2025-01-31T21:22:06+00:00
2b28e169-c33b-4097-852b-9503ad234742,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,6.2.2.3.1,PMP.4.C.1,"Attempts simple self-care tasks with assistance, such as washing hands or using a spoon.",,,,,,,1,0,,,2025-01-31T21:22:12+00:00
74443e8a-8c24-4fcf-82ae-d2041d7d3044,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,6.2.2.4,PMP.4.D,Toddler (TOD 24-36) Learning Outcome,,,,,,,1,1,,,2025-01-31T21:22:19+00:00
7547690b-b74c-4942-8139-cfc9ac8c0cdd,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,6.2.2.4.1,PMP.4.D.1,"Independently completes basic tasks, like washing hands with supervision.",,,,,,,1,0,,,2025-01-31T21:22:22+00:00
693d95f5-e945-4b45-bc6e-3bced8fdb267,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,6.2.2.5,PMP.4.E,Preschool (PS 36-48) Learning Outcome,,,,,,,1,5,,,2025-01-31T21:22:29+00:00
009456b4-456f-4064-bcf9-c24e2115e0ba,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/009456b4-456f-4064-bcf9-c24e2115e0ba,Developmental Progression,6.2.2.5.1,PMP.4.E.1,"Performs basic hygiene tasks such as washing hands, brushing teeth, and tidying up personal items independently.",,,,,,,1,0,,,2025-01-31T21:22:38+00:00
eea11340-ddd5-4489-beb9-f6764084f1df,https://satchelcommons.com/ims/case/v1p0/CFItems/eea11340-ddd5-4489-beb9-f6764084f1df,Developmental Progression,6.2.2.5.2,PMP.4.E.2,"Shows an awareness of personal hygiene and self-care skills, such as telling an adult it is important to wash hands before eating. May not complete or exhibit these skills regularly without adult guidance and supervision.",,,,PK,en,,1,0,,,2025-01-31T21:22:44+00:00
41e0c8d4-302e-4b76-a8ed-3376e9c85c75,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/41e0c8d4-302e-4b76-a8ed-3376e9c85c75,Developmental Progression,6.2.2.5.3,PMP.4.E.3,Child understands the importance of a daily hygiene routine and can follow simple self-care instructions.,,,,,,,1,0,,,2025-01-31T21:22:47+00:00
34fe1903-3fbd-4b34-ab11-34c1832228b7,https://satchelcommons.com/ims/case/v1p0/CFItems/34fe1903-3fbd-4b34-ab11-34c1832228b7,Developmental Progression,6.2.2.5.4,PMP.4.E.4,Begins to take more responsibility for personal hygiene and self-care skills. Sometimes completes them without adult prompting.,,,,PK,en,,1,0,,,2025-01-31T21:22:53+00:00
59bead2f-ca0d-4cbf-b881-4c4cfbf58c0e,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/59bead2f-ca0d-4cbf-b881-4c4cfbf58c0e,Developmental Progression,6.2.2.5.5,PMP.4.E.5,"Child recognizes the need for cleanliness and is able to identify when personal care, like using the restroom or cleaning up a spill, is needed.",,,,,,,1,0,,,2025-01-31T21:22:59+00:00
543bb603-d5bf-4d8e-bc47-3c73cfb13b1a,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,6.2.2.6,PMP.4.F,PreK (PK 48-60) Learning Outcome,,,,,,,1,6,,,2025-01-31T21:23:05+00:00
c9ff3160-49ad-484c-a1b3-2cbd40d28bd1,https://satchelcommons.com/ims/case/v1p0/CFItems/c9ff3160-49ad-484c-a1b3-2cbd40d28bd1,Developmental Progression,6.2.2.6.1,PMP.4.F.1,"Washes hands with soap and water. Knows to do this before eating, after using the bathroom, or after blowing nose.",,,,PK,en,,1,0,,,2025-01-31T21:23:09+00:00
736e6ba6-dc00-42f4-8c24-1d14c9f65a85,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/736e6ba6-dc00-42f4-8c24-1d14c9f65a85,Developmental Progression,6.2.2.6.2,PMP.4.F.2,Practices personal health/hygiene,,,,PK,,,1,0,,,2025-01-31T21:23:13+00:00
a7e6555e-3322-4170-a103-cebe89d26b8a,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/a7e6555e-3322-4170-a103-cebe89d26b8a,Developmental Progression,6.2.2.6.3,PMP.4.F.3,Demonstrates Basic Personal Hygiene Routines,,,,PK,,,1,0,,,2025-01-31T21:23:20+00:00
d8c36fd8-fbc5-43af-8145-d1f6ca90443c,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/d8c36fd8-fbc5-43af-8145-d1f6ca90443c,Developmental Progression,6.2.2.6.4,PMP.4.F.4,Understands the Importance of Dietary Health,,,,PK,,,1,0,,,2025-01-31T21:23:24+00:00
a9c5071e-39a4-4c3e-aec2-2977683b4ffd,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/a9c5071e-39a4-4c3e-aec2-2977683b4ffd,Developmental Progression,6.2.2.6.5,PMP.4.F.5,Displays Awareness of Physical Fitness,,,,PK,,,1,0,,,2025-01-31T21:23:31+00:00
b92046ce-bcee-4f01-a7f8-7a9c0032399d,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/b92046ce-bcee-4f01-a7f8-7a9c0032399d,Developmental Progression,6.2.2.6.6,PMP.4.F.6,"Demonstrates increasing ability to take responsibility for participating in personal self-care skills, such as brushing teeth or getting dressed.",,,,PK,en,,1,0,,,2025-01-31T21:23:36+00:00
53462379-2fe8-4a50-9671-a1e267c8ba81,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Cluster,6.3,PMP.HSN,"Health, Safety, and Nutrition",,,,,,,1,2,,,2025-02-04T05:31:42+00:00
8279b283-d198-41e4-82b7-46e668390cb6,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/8279b283-d198-41e4-82b7-46e668390cb6,Standard,6.3.1,PMP.5,Learns about nutritious food choices and eating habits.,,,,,,,1,6,,,2025-02-04T17:45:42+00:00
05a11791-ce48-41fe-9590-0b255a830c76,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,6.3.1.1,PMP.5.A,Infants (INF 0-8) Learning Outcome,,,,,,,1,1,,,2025-01-31T21:23:53+00:00
6b185925-e119-4dba-b88f-bf43777cc9c5,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,6.3.1.1.1,PMP.5.A.1,Shows interest in feeding times and observes adults eating.,,,,,,,1,0,,,2025-01-31T21:23:57+00:00
5606b278-0e9b-4b89-ad1a-89e6290599fa,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,6.3.1.2,PMP.5.B,Infants (INF 8-18) Learning Outcome,,,,,,,1,1,,,2025-01-31T21:24:02+00:00
4868d9d3-9942-4111-9cea-47acb9074d61,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,6.3.1.2.1,PMP.5.B.1,Explores different tastes and textures during mealtimes.,,,,,,,1,0,,,2025-01-31T21:24:05+00:00
52714db5-fb41-43b2-9765-2acbbfe53499,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,6.3.1.3,PMP.5.C,Toddler (TOD 18-24) Learning Outcome,,,,,,,1,1,,,2025-01-31T21:24:11+00:00
ba1d0cb1-5172-4fa7-9048-f11e722cf780,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,6.3.1.3.1,PMP.5.C.1,Recognizes favorite healthy foods and begins asking for them by name.,,,,,,,1,0,,,2025-01-31T21:24:14+00:00
